trial_id,iters,thalamus_threshold,scale_DNF,dopamine_h,dopamine_0,dopamine_d,selected_action,selected_action_0,selected_action_d,std_val,std_val_0,std_val_d,std_idx,std_idx_0,std_idx_d,wt,wp,wt_d,wp_d
320,25,0.4,0.9,1.2,0.1,0.1,"[[123, 1.069639500407743], [115, 0.9333274577576055], [115, 2.0223676442205645], [119, 1.6127777902655553], [120, 0.8906265162605828], [114, 2.458652098802352], [116, 1.7168468529142438], [114, 0.16264206463828], [120, 1.6855680477038049], [119, 1.2154106826405], [118, 2.8202772183273632], [120, 0.4278733488353297], [116, 1.823680864628462], [115, 1.0403073915024117], [116, 1.966602531226193], [124, 1.6110810288597968], [123, 1.1819976162951864], [126, 2.1455747104709744], [120, 1.9730635167150639], [122, 1.5114789342503714], [113, 1.8127109641203434], [121, 2.2029979262514097], [124, 0.8402773303720754], [118, 1.5093944460394073], [0, 0.0]]","[[121, 1.8383533836902293], [121, 1.2954653738367232], [0, 0.0], [123, 1.7820482969571065], [117, 1.717456581697467], [124, 1.603540695042618], [127, 1.2822234710853435], [117, 0.5720520303581307], [126, 0.987105644884135], [0, 0.0], [125, 1.4612824167891412], [114, 1.268319097494147], [113, 0.6123901838380117], [118, 0.013329990728446574], [120, 0.5263707122206813], [123, 1.1686521029209547], [117, 0.8401594384136577], [124, 1.505072910051434], [121, 0.7717502342998014], [123, 1.9315630500236998], [115, 0.4464559941580726], [119, 0.3098809290902322], [120, 0.3719309228044945], [110, 1.0024072959348618], [0, 0.0]]","[[116, 1.6371728485291392], [121, 1.6060836314977576], [127, 1.140496427064545], [0, 0.0], [119, 0.7767423746599249], [119, 0.6800166284265186], [114, 0.9619766272246919], [109, 0.2788429905659972], [0, 0.0], [117, 2.185974817965748], [120, 2.2407072131223655], [112, 0.5914222497824339], [125, 1.655752485505647], [117, 1.8166474494109048], [122, 2.340617604120236], [118, 1.520905995158936], [119, 1.3077353319259373], [114, 1.2404911097929152], [113, 1.9945004187399364], [123, 0.9118674664677978], [120, 1.5204482592496187], [124, 1.1973103510693406], [120, 1.534599148530463], [116, 1.6526617182177012], [112, 0.624098804501764]]",0.6770874026663563,0.6154077599720909,0.6452970726091982,23.543117890372976,39.17766710767756,32.32796931451154,1.0,0.9,0.6,0.6
322,25,0.4,0.9,1.2,0.1,0.1,"[[116, 0.6262069166223913], [121, 2.360269787800802], [122, 1.321447326121397], [115, 2.5972569633657097], [118, 1.3494354928808314], [120, 2.246292860691074], [121, 1.9131681684553596], [125, 1.3401657374831548], [115, 1.5714359646947085], [116, 1.9889495853036554], [111, 2.476350142625709], [118, 1.5871011619919477], [111, 1.1719863834194921], [120, 1.590551423049504], [121, 1.877633117335111], [121, 0.5783679119870576], [119, 0.5405792797076572], [116, 2.8925933905045316], [122, 0.7996261977746754], [123, 0.39030339537365594], [117, 2.0256016815114277], [124, 0.6899709845444416], [120, 1.0007573041253415], [123, 0.14360543514624705], [121, 1.8689313149190567]]","[[118, 0.7879298949492356], [124, 1.5763073671932608], [0, 0.0], [112, 0.9784434731667004], [121, 1.6848112426893995], [123, 1.9670537139175706], [122, 0.7304139653187858], [0, 0.0], [118, 0.04779618453735862], [112, 0.6704859959062593], [121, 2.4989312587268757], [123, 2.183954434750192], [127, 1.6010462082005366], [119, 0.8339863135630078], [118, 1.1988384721950953], [125, 1.3800906172786498], [114, 1.803199289912967], [118, 0.2358781429145535], [125, 1.307998034963336], [114, 0.9123874262337912], [114, 1.0927458895156694], [115, 1.9698321294333407], [116, 1.8499244424859291], [121, 1.0937012213491644], [126, 1.9761619866846303]]","[[0, 0.0], [0, 0.0], [121, 1.2942778162739357], [119, 1.23438734377313], [123, 0.90405400703945], [121, 1.0722693434327024], [0, 0.0], [115, 1.896370965315484], [119, 1.8027560389651907], [110, 1.8515956467953458], [112, 2.072919880069513], [0, 0.0], [124, 2.088940724098253], [115, 1.966349528359015], [111, 2.599486071964674], [113, 1.2975271522250313], [112, 1.5013921203039104], [116, 1.4010036483438566], [122, 0.36009904392955483], [113, 1.2446436835541135], [117, 2.1721538564900995], [118, 1.3075698911332907], [120, 0.4813870836064431], [113, 0.20309882593909834], [114, 1.6667918009608274]]",0.7363502476363869,0.6898466570633729,0.7686551948351235,3.6164070567346256,32.67375705363557,42.90260598145525,1.0,0.9,0.7,0.7
323,25,0.4,0.9,1.2,0.1,0.1,"[[116, 1.5218053605962], [124, 1.2201238071043068], [120, 0.07142861198056456], [121, 0.6756455166364523], [115, 0.7289860263851163], [121, 0.5881018425423457], [119, 1.7788603797394245], [119, 2.1205552925864515], [125, 1.3002493479341546], [120, 2.283431057088042], [122, 2.8391020026639806], [114, 1.02266694196168], [110, 1.149074452508018], [114, 2.364903434419956], [117, 1.7490425683073156], [113, 0.4550058836561595], [115, 1.503782647029275], [121, 1.1511448194610656], [119, 0.838188501980982], [0, 0.0], [119, 0.7586813884839538], [118, 1.6363403778231556], [116, 2.4454998876375957], [119, 0.9175103096579549], [121, 2.1775552291181532]]","[[119, 0.26410825449660197], [114, 1.9581264651742345], [114, 0.6871579602828648], [118, 1.7605100912596965], [119, 1.6876064148384364], [122, 1.4136714168900824], [126, 0.07529389425347874], [116, 2.3997809642727925], [121, 1.7705216989115529], [121, 1.7436819611050836], [112, 2.535041950477917], [120, 0.9734741580964446], [116, 1.1715095083311398], [125, 1.2639795961978186], [111, 1.8426533870337123], [126, 0.45998101133017955], [113, 2.0513042045812124], [114, 1.4688704795099738], [116, 1.1781608522122313], [120, 1.4510471269518108], [116, 0.3720514731433751], [115, 0.47221415713313586], [116, 0.847351376498389], [122, 1.3187484247414607], [126, 0.6363166912758894]]","[[122, 2.354761710599536], [125, 1.046675907150988], [119, 1.0747208228100704], [114, 0.8885543640508452], [116, 2.2685598681330212], [115, 0.8762311829353515], [122, 0.23238144610003791], [112, 0.4515867897088341], [122, 1.7348795240845813], [124, 0.7431330868990589], [116, 1.7452682341448102], [113, 2.350546995696033], [120, 0.5501533149847228], [120, 1.617005308437542], [116, 1.0496205489873298], [115, 1.5024380293984048], [0, 0.0], [119, 2.0707258126391315], [117, 0.7812376433948258], [123, 1.4201724926019639], [121, 0.830901982675154], [130, 1.3420892133920046], [117, 0.37321607523292266], [119, 1.3681515192865887], [119, 1.5928122509282476]]",0.7416689517907236,0.6584157310852651,0.6474767117775891,23.426685638391103,4.406540593254532,23.666482628392416,1.0,0.9,0.6,0.6
325,25,0.4,0.9,1.2,0.1,0.1,"[[115, 2.250836287890583], [0, 0.0], [116, 1.3345512812381073], [116, 0.828917601292168], [109, 1.767863564702423], [116, 0.4431284420976205], [0, 0.0], [120, 2.0652246889467545], [116, 1.3883704835756978], [118, 1.161749753634609], [118, 2.0709442167198246], [121, 1.763235695298843], [121, 2.1278786078682543], [0, 0.0], [121, 2.0179510703107706], [119, 0.7802222648442363], [127, 2.3273030916028103], [115, 2.0747379646826363], [114, 1.2210827064084941], [123, 2.981675212640658], [116, 1.560661032175657], [117, 1.9337741921148064], [118, 1.2497002413322569], [0, 0.0], [119, 0.9027864035971549]]","[[120, 1.0230653152223332], [0, 0.0], [122, 0.7239216433574353], [114, 1.6581691175586535], [119, 1.6311693667968195], [112, 1.617556908775182], [115, 0.6918143864923433], [119, 2.055569359173067], [108, 1.3780708921470302], [114, 1.785286667623732], [122, 1.0110882899325433], [119, 1.13798633520641], [114, 0.9548415497287519], [126, 1.9962626885325454], [113, 0.9343279503292325], [117, 1.0713512006735912], [113, 0.5583621326474196], [120, 1.1655834295052232], [123, 1.3125733508516761], [118, 1.491172323393987], [123, 2.1538614641116918], [119, 0.5041073826056403], [120, 0.24871655296491726], [118, 1.1712065283012796], [116, 0.8318682162900607]]","[[119, 1.2756261876290313], [120, 0.25385081548814953], [0, 0.0], [114, 1.7275496508777444], [116, 1.6976064113606872], [123, 1.24227636910144], [124, 0.8400168052574392], [118, 0.005662304704327508], [0, 0.0], [112, 1.4103580467202272], [117, 1.5584764953216796], [114, 0.5722892278366372], [121, 0.29308675377049437], [111, 2.0386210205751145], [115, 1.8272331041359435], [0, 0.0], [123, 1.5557859548443482], [119, 1.385961568485931], [126, 1.0000082020804957], [117, 1.1234418707152836], [119, 0.5759700207290045], [119, 1.1245569057508464], [119, 1.2786842913947007], [116, 2.309284071291424], [0, 0.0]]",0.8180380319288961,0.5428581694007862,0.695920363965124,43.33405127610388,23.408511272611936,43.46908786712691,1.0,0.9,0.7,0.7
326,25,0.4,0.9,1.2,0.1,0.1,"[[118, 1.5821372701825254], [121, 1.1729101858872726], [118, 1.9694795830434098], [118, 1.2735415510656416], [0, 0.0], [116, 1.31943984163223], [119, 1.6743844206618625], [119, 2.0157898615336562], [121, 0.2367543688942731], [120, 2.0998852022456607], [119, 1.4568617452690655], [113, 0.1257953353213167], [0, 0.0], [116, 0.34499428182755537], [122, 1.744145109715056], [122, 2.449686990965329], [117, 0.5036397706947654], [117, 1.4756293618635052], [116, 2.182482433556121], [115, 1.0998014478291842], [111, 2.0700618189897013], [121, 1.2486855852960888], [115, 1.1014951286903156], [117, 1.5201859106159257], [118, 1.4837816567846038]]","[[123, 2.3785726807659504], [126, 0.500730916834932], [117, 1.304791606567492], [121, 0.4647752633096185], [117, 0.6766052197252511], [123, 1.8088876763550121], [112, 1.061444778470792], [112, 0.5512258974148384], [120, 0.8256161113037651], [119, 1.7111045258483042], [119, 1.118484653204468], [0, 0.0], [119, 2.608866692238816], [112, 1.4187478512324847], [131, 1.2016023766705977], [122, 1.8184782127230261], [119, 1.4177139832598864], [120, 0.9829657401363051], [118, 2.237269265008517], [0, 0.0], [117, 0.8797646171424335], [118, 0.7213535002977659], [121, 1.2396101828969295], [0, 0.0], [123, 1.7551424158453506]]","[[113, 0.7321035827779658], [117, 0.1646340367091501], [115, 1.0081718290839299], [115, 1.605762180255275], [124, 0.8994786625650957], [126, 1.8267304053496085], [116, 1.5247605774106048], [126, 1.7730835591049856], [115, 0.6848914478278795], [113, 1.5491606205561115], [122, 1.2305190966614723], [120, 1.134657668993908], [118, 1.0219261992735775], [114, 2.4433170054295266], [115, 0.6899521783331706], [127, 0.5594041883894691], [0, 0.0], [112, 1.5256902892747466], [121, 1.79334115416619], [123, 0.8323563590250402], [118, 1.275182347076421], [0, 0.0], [124, 1.615258842922743], [110, 1.6736294545516188], [120, 2.198812154200746]]",0.7036654787966573,0.7042779228866812,0.6299505292755109,32.061041779705164,39.04631096531399,32.46595755556888,1.0,0.9,0.6,0.6
328,25,0.4,0.9,1.2,0.1,0.1,"[[117, 1.1850330915989087], [123, 1.8730400537683418], [121, 1.3245865600217925], [120, 1.5951185168573756], [116, 0.3483896451224888], [115, 1.6502316466252496], [124, 0.9134294623310044], [124, 0.5441890241911871], [126, 1.1210114286275799], [125, 2.1708361168417927], [123, 1.0279412263955277], [114, 1.5417589796731546], [0, 0.0], [118, 2.5815904294881884], [115, 1.9582760550056288], [120, 0.5939456993873691], [120, 1.2278309113329966], [113, 0.38533050396277574], [117, 2.628604521422565], [124, 1.5700391274411385], [117, 0.6931338429811565], [127, 1.250347818943755], [118, 0.6631284490344981], [123, 1.8255148706266313], [116, 1.1596806969872422]]","[[119, 1.089839714009397], [0, 0.0], [119, 1.2980922364891705], [122, 1.615207740062064], [127, 0.5914074684298386], [120, 1.4627149772491672], [117, 1.5719336435538998], [126, 1.3343532160126996], [113, 1.499723933242874], [122, 0.7282613448557331], [118, 0.98546051424339], [114, 2.2302925134215963], [115, 0.24208519614711552], [117, 0.06354481618338483], [125, 1.9155596622933213], [122, 0.13814663432398488], [126, 1.1446317892161586], [120, 0.4873496109344184], [116, 1.7702358992456213], [118, 2.3737192688922466], [117, 1.5805891941082368], [113, 0.20620678514898777], [113, 0.10094470421003553], [121, 0.7523222449021789], [117, 0.7159840309718679]]","[[0, 0.0], [123, 1.808415874371473], [121, 0.023578835427880224], [120, 1.7789612713099439], [119, 1.0388565880915526], [121, 1.5635770098261992], [116, 1.7684094919781748], [114, 1.817252579395354], [108, 0.5997409003063455], [117, 1.2406560567353342], [121, 1.9374354160753249], [116, 1.0379422362816826], [115, 1.729880828923708], [110, 1.8341903394280379], [124, 1.632150845787335], [0, 0.0], [122, 2.2093739885229366], [113, 1.3530805209243917], [124, 1.714573267045641], [126, 1.1301048383823564], [117, 1.445115441962324], [120, 1.0272439260912958], [121, 1.8484144806528093], [119, 0.7952664573633852], [118, 0.6547274952146518]]",0.6663251264161419,0.6874440470101482,0.6247733699733823,23.81004829898503,23.67364779665356,32.41604540964243,1.0,0.9,0.7,0.7
329,25,0.4,0.9,1.2,0.1,0.1,"[[121, 1.3035580331042307], [116, 1.076332651045979], [119, 2.1648657697288116], [119, 1.4935841253229154], [116, 1.9509941265766202], [121, 1.7023959926163241], [121, 1.8117464489381196], [117, 1.1785342296274524], [122, 1.0956301792348255], [120, 1.2728657049729317], [118, 0.8845653888543658], [115, 0.8747072066809708], [118, 2.1312212084972884], [119, 2.3603829491273], [116, 0.759001994101304], [121, 1.8694424196816504], [121, 1.6984655401362507], [114, 1.3951170211535342], [115, 1.6120375288475808], [119, 0.733635186968335], [116, 1.2213816412389253], [117, 1.8024703195004483], [119, 2.350429393814971], [115, 2.2174850629332052], [116, 2.417235562053782]]","[[118, 2.4413248611138028], [123, 1.6817619805432427], [119, 0.1684961340533678], [0, 0.0], [111, 0.9170850105140674], [120, 1.8839423624974325], [112, 0.49566939992769987], [121, 1.6954622061263145], [113, 1.9813700221708332], [117, 1.7079082267951828], [114, 1.0946773624167254], [117, 1.5277159095637338], [119, 1.039876686383046], [124, 2.4643573396119622], [120, 1.325617508429904], [122, 1.1715297763105215], [118, 0.6951363207891693], [115, 0.10883818746413365], [128, 0.9253118567851765], [123, 1.2442121516380045], [114, 1.035653770133291], [120, 0.5094126923226158], [119, 1.5661362658407847], [127, 0.9060361758288549], [118, 2.154533352184291]]","[[118, 2.295843312508083], [118, 1.9365806376952963], [117, 1.887453062265233], [116, 0.39392194312985096], [126, 1.6150357166853868], [115, 0.06746710793185498], [118, 1.2534395323997993], [122, 0.4776428351940791], [112, 0.8138390439234707], [120, 1.7902877701892466], [129, 1.5131276115417758], [113, 1.61382932718297], [116, 1.324640085916525], [120, 0.10336343319474281], [118, 1.506027455046599], [115, 2.6025493261800916], [117, 1.4425869976062986], [119, 1.7174265243766673], [0, 0.0], [118, 0.380580820513084], [118, 1.487833069899163], [120, 2.473158375529954], [114, 1.8899718139468913], [116, 1.4380187171003838], [121, 1.806967538706232]]",0.516596490578706,0.6732198038328975,0.7306657882540931,2.323445717033217,23.664183907331356,23.440273035952465,1.0,0.9,0.6,0.6
331,25,0.4,0.9,1.2,0.1,0.1,"[[114, 1.641348026102625], [114, 1.4398217763244232], [114, 2.7421199562672522], [123, 1.6281935079976408], [123, 0.09024290269980934], [118, 2.407478177015328], [116, 0.7610314448889086], [120, 0.5082904661218084], [120, 0.854345054623376], [117, 0.7536474923900467], [114, 0.8826935827110765], [112, 1.6677835632670885], [119, 1.0807449744911293], [121, 0.45179877230081833], [120, 1.333626750646179], [122, 0.3513632444779861], [114, 1.4119696554631027], [114, 2.6155222005478374], [119, 2.2112535664369846], [120, 1.969411362834322], [119, 1.0288782663696654], [116, 1.1703069861611841], [122, 2.6514078270910866], [0, 0.0], [114, 1.1135340699263814]]","[[126, 1.7797276521379988], [113, 0.1969934274017047], [116, 1.4928690011824377], [116, 0.6061240695991077], [118, 0.7402802285239861], [124, 2.831638658795716], [116, 0.9036150857843003], [122, 1.1764215065021908], [126, 1.3248949015984863], [125, 1.7385335137102567], [110, 2.1082971905127477], [119, 1.0998265639323568], [110, 1.0680881160774918], [110, 1.485554256806949], [120, 2.1529975894596287], [114, 1.2066451553032778], [128, 1.5536482598113945], [119, 0.688576259163209], [115, 0.6120912781716883], [121, 1.7955747253355971], [119, 1.554879744898145], [113, 1.0707334340394532], [112, 0.9848164189901255], [118, 2.20264175853777], [119, 1.7374232974241584]]","[[113, 2.0898068926911986], [121, 0.3872032144161638], [115, 0.2713791850226292], [126, 1.5531146470360133], [113, 1.5556128701332739], [119, 1.28074754680033], [121, 0.4078940344358502], [118, 0.57558486488047], [119, 1.4945784885332716], [116, 1.8092801517064374], [0, 0.0], [113, 0.3134731785102911], [120, 0.8886843982679178], [122, 0.5272050808199971], [125, 1.3775168800514839], [120, 2.151974783963275], [117, 1.3682916588203122], [129, 2.1263609211547823], [113, 1.1713529897153219], [110, 1.0407685921070609], [126, 1.4024765137139772], [0, 0.0], [120, 1.5323409816985132], [118, 1.066227048453312], [125, 2.2390990472623367]]",0.7763005337062165,0.5927495263965272,0.6719445651969467,23.294634575369496,5.141828468550852,32.643627249434154,1.0,0.9,0.7,0.7
332,25,0.4,0.9,1.2,0.1,0.1,"[[117, 1.1510067245415505], [122, 2.1470262048584696], [115, 1.3301434865259116], [116, 2.023368686948074], [117, 0.33538149477747964], [120, 0.8203653942675325], [121, 1.6453609106006728], [122, 2.8021669298534992], [109, 0.9723781936028323], [116, 0.00801180676244042], [117, 2.2666756132241073], [121, 0.9355453562653482], [119, 1.3644812266549784], [118, 1.3787843646251596], [113, 1.8924776048549], [117, 1.2155220277663745], [112, 0.9180473372450667], [118, 0.8794018184753383], [122, 1.510333602963448], [116, 1.130221664564582], [120, 2.317263159568465], [114, 2.533109788683134], [124, 1.157923962955795], [119, 0.8108031689992631], [118, 1.2868769792120869]]","[[117, 0.9407181326392683], [121, 2.531006190840466], [118, 1.456123486775181], [114, 0.8304882860704376], [122, 0.4531820750683817], [120, 1.2808536850908245], [115, 0.6115288468127379], [115, 0.24217983158703055], [119, 1.079219334971387], [114, 0.1557512633632557], [122, 1.3379345954175006], [115, 0.4985000937143615], [121, 1.722094994461329], [123, 1.8097535904932953], [123, 1.6796581342088306], [121, 1.3615115164239833], [0, 0.0], [121, 0.8984537608130859], [123, 1.2570247425231706], [113, 0.6155247778175471], [123, 0.0033969384013696384], [114, 1.7761554502085193], [112, 0.8554664492725073], [119, 1.6600480770014545], [115, 2.4329803160657804]]","[[122, 1.4668841622753919], [126, 0.30835422201106066], [123, 1.5927653179844306], [117, 1.1612299565862836], [123, 0.6835473890565864], [111, 0.6024163130794195], [122, 2.387016559272787], [127, 0.6859015498025683], [118, 1.7825845315252258], [121, 1.3573449234917494], [121, 0.45476150304865914], [118, 2.115197615954268], [112, 1.7447251484964144], [119, 0.6184265066829525], [123, 1.865796858418684], [115, 0.626394529366944], [116, 1.465129702194771], [124, 0.47445330362901295], [128, 0.5136594767828366], [118, 1.8714864003534526], [116, 1.6186147859514606], [122, 0.6900664625615076], [124, 2.0753041065984887], [0, 0.0], [122, 2.0539489834668085]]",0.6634993982641288,0.6818723823055023,0.6744186432972576,3.423682228244905,23.46060527778429,23.956827836756688,1.0,0.9,0.6,0.6
334,25,0.4,0.9,1.2,0.1,0.1,"[[118, 1.8618898959074883], [124, 2.073842783888141], [123, 1.2347055250295045], [120, 1.7863851328091311], [113, 2.3246160528709705], [122, 0.9434336294077076], [119, 1.1083559977097408], [117, 0.6550218013323539], [120, 1.7302238228446867], [122, 0.6885807908742998], [120, 2.160526846280429], [120, 2.2191669856460656], [122, 1.028198550482006], [118, 1.5236067730548601], [124, 1.6318716021923985], [120, 1.2336532364547745], [115, 1.838738853687347], [119, 2.067896017569197], [121, 1.6334685051012965], [116, 1.4054445654309748], [122, 2.0097352981951535], [129, 0.48520693206401827], [0, 0.0], [120, 2.4931967080682433], [118, 1.256610238924693]]","[[116, 1.8832145446640967], [117, 1.3826187709209128], [113, 0.008999404875771083], [117, 0.5517147862823912], [120, 1.5477661954945992], [122, 1.8135963087692206], [123, 1.4922825303478848], [118, 1.3884107684333098], [115, 0.3464497407739192], [122, 2.226672644850663], [115, 1.9989800174038899], [123, 1.411358140109354], [123, 1.6740613550176613], [114, 0.172777638084122], [124, 1.3037362169300055], [0, 0.0], [118, 0.24960663878296804], [122, 0.8555112065308116], [128, 1.1908605743737806], [122, 0.8759552282445523], [120, 1.0049866018980376], [115, 1.3031047562278655], [118, 0.32664063075149286], [112, 1.2071320977077513], [112, 1.3583761968100518]]","[[117, 1.0803480321714942], [117, 1.3187528673289837], [119, 0.5759915077444263], [113, 0.7274850019160652], [114, 0.826070391486735], [124, 0.28651034478249643], [113, 1.573146791831512], [113, 2.618439445284146], [114, 0.7063568656054909], [113, 0.1911903485716584], [116, 0.8370418013382535], [115, 0.9264692776300033], [123, 0.8906405172089307], [115, 0.77657396344968], [117, 0.6879578718535206], [119, 1.5748237674812628], [118, 0.08623063004950038], [0, 0.0], [121, 2.297721374320232], [117, 0.8491653320922498], [117, 1.2640797402528878], [110, 0.9054029144572278], [117, 1.7272359908562736], [117, 1.3580915159278895], [126, 0.6313673477147783]]",0.6162806352369875,0.6287092551830942,0.6171413285162047,23.744506733137246,23.61775603227369,23.18965286501719,1.0,0.9,0.7,0.7
335,25,0.4,0.9,1.2,0.1,0.1,"[[119, 0.7679957461899487], [119, 1.7812958389728846], [122, 1.1170774335081368], [120, 1.7538036706076865], [119, 1.2560764801609428], [116, 1.0380838577546367], [121, 2.8627862053897917], [120, 0.46486448534453356], [115, 2.3138207189530173], [123, 1.770929304190211], [115, 0.7618713601454149], [118, 1.9040569776678586], [120, 0.6564061446408688], [115, 1.6522642394944886], [125, 1.207117043284214], [119, 0.11719875099560284], [120, 1.5212551124906322], [115, 0.025883888953243023], [119, 1.6298830043629868], [117, 1.8123882157167441], [117, 0.8331187632427588], [119, 2.4349594462555144], [118, 1.7379740245382387], [121, 2.3109468197842338], [120, 1.7863583413481157]]","[[117, 0.8247986004455354], [120, 1.0861723214604644], [120, 0.4086969835596268], [123, 1.2377961392696968], [126, 2.0371650298172037], [120, 0.8288102686590673], [117, 1.7968928483174234], [115, 2.3167792998372247], [118, 0.8882066846169353], [120, 0.7472514666051816], [117, 1.5984731338451517], [119, 2.048708750579452], [117, 1.730547687714002], [117, 1.2686733535570367], [126, 0.5127354692627495], [118, 1.3243044251139522], [122, 2.159456751638321], [114, 0.7816408668237333], [122, 1.013012957008775], [118, 1.0649855241905448], [117, 0.5627980325254524], [125, 0.5735850061966962], [129, 1.3198534993915711], [121, 1.472156756123476], [121, 2.1696937717573106]]","[[119, 1.3157578949327868], [117, 0.47725095836860576], [119, 1.583287906962525], [124, 0.4447834275130868], [120, 2.72937708012036], [128, 2.1230958779292335], [126, 1.555267280016521], [114, 0.7870748823397299], [120, 1.1212429846011325], [121, 0.7643984667812772], [126, 1.7532617243993054], [112, 1.2076338103872928], [122, 0.6038793968257122], [115, 2.377875056021346], [122, 0.16483102561321128], [121, 1.8747059214592738], [113, 0.6476993581628288], [116, 0.06277320369137845], [120, 1.0651963381741176], [111, 2.129992020343031], [124, 0.7207220432956215], [115, 0.4693785096175097], [123, 0.48118730912498364], [116, 0.18057050083230122], [119, 0.37102044021418523]]",0.7056946742377007,0.5667048175141892,0.7387415266897108,2.5031180555459227,3.605329388558,4.469630857240897,1.0,0.9,0.6,0.6
337,25,0.4,0.9,1.2,0.1,0.1,"[[119, 0.8310446565624517], [115, 1.6717922911439724], [122, 1.574469564875224], [117, 2.1132814499976535], [112, 1.19355582393991], [115, 2.7620490707824676], [117, 1.8663347922038296], [117, 1.754148107188727], [114, 2.3431494774145074], [118, 1.758996416004141], [122, 1.3678521767263347], [114, 1.2680084657549453], [109, 0.4689443249898399], [124, 1.1539466296357859], [122, 1.333238455339733], [123, 2.0911667004145325], [120, 2.7001527492737716], [117, 0.5655884393421614], [121, 1.6083774707269616], [122, 1.2737108598225035], [122, 1.926469028655826], [119, 2.1099343619240103], [120, 1.1466365654816975], [119, 2.232858423370676], [121, 0.33345530789756106]]","[[123, 2.5243096622352157], [115, 0.6659131886138812], [110, 1.750167153844135], [115, 1.6288670648991348], [128, 0.7055438466867724], [109, 0.2918138833104823], [122, 1.4096320754419127], [124, 0.8641634401392858], [116, 1.1772264783234452], [124, 2.1661383110459687], [114, 1.1275631878386005], [111, 1.1082828684329984], [118, 0.07149148259552617], [122, 0.6704690911875288], [120, 0.6806628523952992], [119, 0.4900214293010412], [121, 0.8089985954731523], [120, 1.7367672041007785], [118, 1.0074614668848074], [116, 0.7260409899787333], [111, 0.07752295741396066], [117, 2.207552025371119], [122, 1.3709029859961799], [0, 0.0], [0, 0.0]]","[[120, 1.8975788828879696], [112, 1.3214188295969416], [119, 0.21266153499021628], [120, 0.6983343783233786], [107, 1.052512018456492], [0, 0.0], [123, 1.4913264266468074], [114, 0.42195181482156], [117, 1.1492041716973898], [119, 0.05572261937351427], [116, 1.1744479990192338], [121, 0.7102322477685284], [110, 0.26603617918766803], [121, 0.72866337617975], [114, 1.982201575737266], [116, 2.4545391705280464], [113, 1.9429179617992234], [123, 0.9288095201653565], [119, 0.8023848263002242], [110, 0.7696004511123523], [118, 1.1027712130999021], [120, 1.1046611182706338], [120, 1.2568333875723716], [119, 0.5880827352998591], [130, 1.644830216005618]]",0.6310203106549996,0.6933445849326189,0.6182395628248276,3.666933323637069,32.36541363863592,23.52986187804765,1.0,0.9,0.7,0.7
338,25,0.4,0.9,1.2,0.1,0.1,"[[114, 0.634390877679266], [116, 1.4599148711646937], [117, 2.170131345399584], [118, 0.5883785085648515], [111, 2.594952307071807], [117, 1.0383939099463497], [122, 2.473278948206843], [119, 2.3494362204558534], [122, 2.1631262172132644], [119, 1.215512905502343], [0, 0.0], [119, 1.8584962715883682], [120, 0.8444716642308331], [124, 1.5587854579935594], [120, 1.6327497918928544], [122, 1.4072521087679384], [117, 1.2827053622023792], [112, 2.2073804428136903], [0, 0.0], [0, 0.0], [117, 2.1778989349847286], [119, 0.751941042251126], [118, 1.4144435674980287], [117, 0.8640890855943233], [122, 1.4742930764044302]]","[[114, 1.376135030401979], [113, 1.402393291937593], [115, 2.403463765233127], [117, 0.7009071841727864], [125, 0.7279314829744641], [119, 0.9413484605716452], [123, 0.7018980536236774], [117, 1.1049475405934366], [129, 1.7241045340189938], [119, 1.690854225325179], [116, 1.1687223027607383], [117, 1.25042439513964], [122, 0.7010256049185873], [120, 2.3432782773134475], [117, 0.8539632161745118], [114, 0.923682349404538], [120, 2.4791694802396727], [113, 0.5576309171737727], [124, 0.6104414643941699], [122, 1.5450678278206835], [126, 1.394479342115885], [112, 2.34511804026021], [122, 0.7886134674552842], [113, 0.013578485076846147], [117, 2.569907534367684]]","[[126, 2.3062275376217385], [110, 0.8007872483228917], [129, 0.5252935007758701], [0, 0.0], [129, 1.8327815996164945], [118, 0.5021243340526258], [119, 1.2803829095090868], [121, 1.5941587702757356], [122, 1.166697537448886], [115, 2.1492384633622548], [120, 1.1707896476612987], [118, 1.3201943823901099], [112, 1.6436436663084282], [115, 1.4076139496490838], [120, 1.2015518124886533], [113, 1.5289562923650273], [115, 1.805552650230118], [126, 0.6353170110651554], [123, 0.427118868333377], [115, 0.8908352595904842], [116, 1.2744496016784224], [118, 1.490666570199498], [129, 0.7206891287374123], [110, 0.984196340362233], [115, 0.9974593902856013]]",0.7616781463787932,0.6838312455775623,0.5431148414769187,38.54858752276146,4.488919691863511,23.952753495162096,1.0,0.9,0.6,0.6
