trial_id,iters,thalamus_threshold,scale_DNF,dopamine_h,dopamine_0,dopamine_d,selected_action,selected_action_0,selected_action_d,std_val,std_val_0,std_val_d,std_idx,std_idx_0,std_idx_d,wt,wp,wt_d,wp_d
164,25,0.4,0.9,1.2,0.1,0.1,"[[121, 1.2679075180862933], [119, 1.8466605498088833], [118, 1.935553775808881], [122, 1.4977537954109463], [119, 1.2306554098042624], [120, 2.272172072679217], [121, 1.0741925700749833], [122, 1.8734118905633328], [0, 0.0], [120, 2.030058882806501], [119, 1.7516763932689234], [114, 2.2683338853537136], [124, 2.60256243084556], [125, 1.609075817103592], [121, 1.7912951673144668], [113, 1.0482308328453314], [118, 2.234769126510143], [0, 0.0], [118, 1.3384255630900899], [116, 1.6474562279216045], [0, 0.0], [128, 0.7796733921387975], [118, 1.4797868585501852], [119, 2.276810648988371], [119, 2.218396884388841]]","[[122, 1.8381760243160346], [118, 0.4134878834772417], [121, 0.930969710940204], [123, 0.23527214024432969], [115, 1.2696562381959238], [119, 2.1142093981485335], [122, 0.7957971031096407], [122, 1.7170866355256307], [0, 0.0], [120, 1.9405438630442637], [117, 1.5066101875513984], [122, 1.5970007502261416], [113, 1.0415606348125301], [119, 1.1909116797221477], [119, 0.6559558188932191], [114, 0.47001950160116107], [119, 2.4771181182158006], [125, 0.8860433294161464], [127, 0.4045208456710962], [122, 0.9740184263755696], [0, 0.0], [115, 1.6268818639379652], [115, 1.507173359855005], [121, 1.0600508520914065], [119, 2.3394474886999035]]","[[0, 0.0], [112, 0.1164983780311543], [118, 0.41078833797824527], [130, 2.2589173123936823], [116, 2.0773537704915923], [118, 1.1267288081238223], [121, 0.9245722559699467], [127, 1.8830121823874548], [0, 0.0], [118, 0.7915781249683133], [124, 0.15377471273652019], [115, 0.2236318308930063], [124, 1.4967152764021379], [118, 0.5366398830446425], [115, 2.1411000588998395], [120, 0.8117627410220124], [113, 1.7444765867899237], [122, 1.4166194303592599], [123, 0.6000733599871135], [116, 0.8437991252139914], [115, 0.7524640492607564], [114, 0.9179890000522221], [120, 1.7745021430970045], [114, 1.1470834231835305], [120, 0.7385292030216077]]",0.7146398233823883,0.687073946560161,0.6783963445753504,39.02807194827846,32.596294267907204,32.52779734319556,1.0,0.9,0.9,0.7
165,25,0.4,0.9,1.2,0.1,0.1,"[[118, 1.4487587820804924], [123, 1.6130495828436753], [115, 1.6939299022848757], [115, 1.5131002817129284], [121, 2.2138240530754887], [121, 1.0484947954426633], [118, 0.6079069051194491], [120, 0.8880413974920952], [120, 1.513303242488232], [117, 1.8163511822247274], [121, 2.6345028911025667], [115, 0.6632789956993665], [113, 0.983664337009183], [122, 1.1700147292638645], [115, 1.529685624387123], [125, 1.1352889425429433], [116, 1.7239166576636267], [119, 1.5845576595928843], [118, 0.5664954895134745], [116, 0.9304118616665141], [121, 1.5992555031863969], [119, 1.9791015726432537], [123, 1.7337081595846977], [121, 1.2426248770553028], [118, 2.0889373919458403]]","[[115, 1.746527570724036], [120, 0.3793890992970517], [117, 1.2854997222891709], [116, 1.850183145454575], [122, 1.1253800838687282], [123, 0.3942157768042728], [0, 0.0], [119, 0.13266842214480434], [120, 0.12519262619424706], [119, 1.7109576071265034], [120, 1.3945379189380513], [118, 1.6987221747521228], [125, 1.6843256609971444], [117, 1.4404982216062348], [120, 1.4792638280467574], [126, 1.948806509847864], [120, 0.7985168688571924], [120, 1.1600042257191876], [114, 1.8498954770626097], [128, 1.522022212359376], [119, 1.5032606159699429], [127, 0.9747485340696013], [121, 1.824621715453237], [121, 1.2411396312052503], [117, 1.2059860891141003]]","[[118, 1.751169642815588], [113, 2.0323429048251977], [121, 1.1086010678810148], [119, 1.283561222950478], [118, 1.9237146833674754], [111, 1.4674235133539555], [122, 1.2545302683537536], [117, 0.2719278537790097], [121, 0.714710350574343], [125, 0.21101287180690997], [117, 2.2851172151144765], [126, 0.6524484179838315], [121, 1.3509057538274385], [124, 1.7123474367848697], [117, 0.14946385260191852], [117, 1.2189553958309927], [130, 0.9501505592595916], [122, 0.8978576038126534], [122, 0.8544513223747209], [120, 0.4903019434890196], [114, 1.4250487753242511], [123, 1.7623440839050757], [125, 0.40976091327337616], [123, 1.718843355352099], [123, 1.7492383952612167]]",0.5057439941048323,0.5825641017708156,0.5961758473329555,2.9933259094191533,23.800638646893493,4.250929310162661,1.0,0.9,0.6,0.7
166,25,0.4,0.9,1.2,0.1,0.1,"[[109, 1.1455651124432118], [119, 1.015393983773244], [120, 0.7330785021290939], [116, 1.4367191154127341], [120, 0.4971775706194596], [119, 1.460151224714805], [114, 2.02754400050322], [0, 0.0], [120, 0.8938797136437712], [124, 1.7221796420330713], [113, 1.5737954800635585], [119, 2.4862306467153954], [121, 2.2580620785700303], [124, 1.159767518282202], [121, 1.8034180267536766], [115, 1.879240040703797], [121, 1.506478239582991], [120, 0.6670191013843377], [113, 1.6560357616766381], [119, 1.2242970916464306], [115, 1.6068651227742967], [126, 1.5705929869519706], [124, 1.1213418954510146], [117, 0.7940628711917951], [0, 0.0]]","[[117, 1.3559304667653875], [118, 1.7637264415287934], [0, 0.0], [123, 0.8783488354538006], [126, 0.20853020262218547], [116, 0.5549189165778929], [123, 1.7866906422957212], [110, 0.3482910375216674], [123, 0.9359861963752439], [120, 0.286173029789802], [115, 0.39792306911913533], [126, 1.632006015942773], [124, 1.5656661256432012], [124, 0.3026316247903895], [119, 0.8490276778066784], [117, 0.9665649211181881], [121, 1.6221101893225678], [122, 1.6264751773208854], [120, 0.922010719186308], [118, 0.49389896927111776], [122, 1.1582537736976537], [120, 1.0557738801225416], [114, 1.3095929639838213], [110, 1.5267900840429052], [114, 1.8262432476466965]]","[[114, 1.0058621652348736], [123, 1.0172238792740942], [116, 1.7476151802491564], [112, 2.6293365926319185], [116, 1.0647699193632179], [113, 0.6051018562985876], [124, 1.1370451142611862], [121, 2.117815962305095], [119, 2.5772129103325327], [113, 1.8802454335430332], [119, 1.5731331619124693], [121, 0.5531674345899938], [117, 0.6679238397458208], [115, 0.8013066616775861], [126, 0.43443861699876035], [118, 2.691144668190917], [118, 0.9371210037166599], [117, 0.43622526338276274], [115, 1.313190257371304], [120, 0.02764233446752802], [115, 1.824322126574395], [116, 1.398811956195942], [120, 1.0787020729946046], [114, 0.9861696909896476], [113, 1.9626559669650903]]",0.6133367741225795,0.5592494087305572,0.7118609424511213,32.42428719339872,23.76404006056209,3.622154055254967,1.0,0.9,0.8,0.5
167,25,0.4,0.9,1.2,0.1,0.1,"[[123, 1.8205512120564584], [120, 0.78466366303794], [120, 1.611135473305979], [120, 0.5587529097511431], [115, 1.132038870830254], [117, 1.8394727048676287], [116, 1.7148595425558368], [120, 2.0272277348675765], [118, 1.7338841577906194], [118, 0.358312329828392], [119, 1.6820363842944428], [120, 2.1800992510907284], [116, 1.3614289672157076], [115, 0.718981075681645], [117, 0.687323233730755], [119, 1.6063159723689378], [121, 1.380400692034788], [116, 1.8988989963238638], [121, 1.2006058462281808], [118, 2.0337115047613925], [118, 1.7035945619391442], [114, 1.0828700366601027], [119, 2.285218898180401], [120, 1.4798391202056536], [123, 0.8188068100881691]]","[[113, 1.1597566882523676], [125, 1.7776991055064033], [120, 1.6104408325387845], [114, 0.5350136189015057], [119, 1.403386680618251], [0, 0.0], [126, 1.8139952708511167], [120, 2.1843377485369464], [118, 1.124582379422428], [118, 1.5716524470886235], [127, 0.2331472775579011], [114, 1.6175701401031164], [123, 0.5210935440217371], [120, 1.8407685757760486], [115, 0.3791523178334346], [116, 1.9060916709624447], [119, 0.4815504362439607], [114, 1.3633334856922326], [112, 1.3038913015956342], [120, 0.004367898601187654], [115, 1.4911925233409573], [124, 0.6019629408240732], [118, 1.914206392668463], [117, 0.5709170562976522], [120, 1.8595578330331024]]","[[114, 1.6469105658879852], [115, 0.7122759667010696], [112, 1.08011705058416], [117, 1.809869119426037], [118, 0.9913676102244053], [130, 0.5981487380264491], [122, 1.227128746138859], [121, 0.9393284010055398], [119, 1.0959624760758973], [117, 0.8460073681302748], [116, 1.1099328882876185], [121, 1.926464475594891], [114, 1.280065343665217], [118, 1.5494087381487125], [0, 0.0], [119, 1.2740522695182372], [115, 0.5834920895421978], [123, 1.3901131996947507], [127, 0.16185484437047093], [121, 1.3547531416726533], [122, 1.2193539286101154], [121, 0.19378368478246433], [120, 1.5800170920389391], [120, 1.2333693558278123], [0, 0.0]]",0.5275299431391977,0.657731689044952,0.5274956646958617,2.33443783382638,23.586979459015097,32.580632283612914,1.0,0.9,0.9,0.9
168,25,0.4,0.9,1.2,0.1,0.1,"[[120, 1.8101775098421022], [119, 1.721989592321091], [119, 1.6874573459024513], [121, 1.9911831954813874], [121, 1.1574860375054654], [121, 2.05627164610973], [124, 0.48952201827013786], [118, 1.8077228578926583], [116, 2.0705773359379056], [122, 1.8703603761957446], [120, 1.8224213681097636], [123, 1.4516757688796649], [115, 1.4416200558753902], [0, 0.0], [127, 0.3891864273555045], [116, 1.8453825599192781], [118, 0.5192486024631628], [125, 1.0175870183180253], [120, 1.6078192473214412], [116, 1.3416931593563162], [116, 1.6153246358814866], [119, 0.9547486344600562], [120, 1.3346262666602149], [118, 1.5360024201501896], [119, 0.9271054295156792]]","[[113, 2.1181491591989348], [124, 1.3625367166408306], [118, 1.2640396596259245], [117, 0.3834258135578773], [120, 0.9600132246918035], [121, 0.4317163847127721], [119, 1.999980306029744], [124, 0.37772632203942785], [116, 1.4727773863047136], [116, 1.2458564001030086], [119, 1.8395870653870818], [124, 1.6259987317066003], [118, 2.3792481052966705], [115, 1.0898896592583753], [114, 1.076260193530369], [122, 0.0428238007565676], [120, 1.2034074967701092], [116, 1.1237751086551107], [121, 1.515616486753974], [121, 1.7019289051900217], [122, 1.3605294759187163], [127, 0.36273738237646364], [117, 1.5750072978884166], [120, 2.0355901815872564], [117, 1.8753802883632893]]","[[117, 1.556339392503193], [124, 1.672549347094777], [124, 0.5479968900608716], [118, 1.0834361877748648], [122, 1.2161689605517125], [119, 0.8967514144091071], [123, 2.182714962774591], [121, 1.542827031248022], [120, 2.2953623144079405], [121, 1.2309113550098159], [124, 0.24530268114975223], [117, 1.4651108687999705], [116, 0.8159818602906115], [116, 0.1986544158645991], [117, 0.7216191066421611], [118, 0.8528851412100208], [115, 0.42467044745887067], [120, 0.31453856449299866], [118, 0.8178808176674699], [115, 1.0829070779496683], [119, 2.0457821102165314], [117, 2.3788701493150546], [113, 2.111184815894126], [124, 1.0084903121824906], [119, 0.946511603811494]]",0.5539256135773405,0.6024130536938953,0.639465031192493,23.63543103055241,3.397410778813772,3.0973537092169505,1.0,0.9,0.7,0.8
169,25,0.4,0.9,1.2,0.1,0.1,"[[119, 1.5059419352978436], [117, 0.6251309483958446], [120, 0.4308386933815703], [115, 1.3404757576286934], [121, 1.0477392862461716], [0, 0.0], [124, 1.2912431994545865], [116, 0.7688238096976446], [119, 1.0526902295924476], [111, 1.6480043769933856], [120, 2.0689660884048915], [117, 1.7367048257892985], [118, 1.1826119033422633], [119, 2.274172253951861], [118, 3.1394651945737486], [121, 1.368015127207242], [121, 1.87164986724238], [122, 1.7566189043799527], [116, 0.6335024618502146], [117, 0.6048090680836802], [117, 2.2266329387775867], [121, 1.6952522722212189], [0, 0.0], [122, 1.1308391883599103], [115, 2.2576127426524897]]","[[122, 0.22526825450618787], [0, 0.0], [116, 0.8270773851101108], [119, 1.7585071180305154], [0, 0.0], [110, 1.3199335241244279], [111, 1.6376528967404622], [124, 0.4150578898841447], [123, 1.235277276427982], [121, 1.8517809577575148], [0, 0.0], [111, 2.097465138265497], [120, 0.9023569758435106], [113, 0.3018945765932697], [116, 1.62234957022841], [124, 0.5571488842530113], [119, 0.889758129850764], [120, 0.543617149473046], [118, 1.7593838902221306], [119, 2.3674507348746774], [120, 0.7606547335363254], [119, 1.3543922257453256], [123, 0.7991883953154298], [115, 0.9122856617006505], [124, 1.0868575946790606]]","[[125, 0.32207786212496553], [127, 1.7607567152938939], [115, 1.2154961236525226], [114, 1.500025286816966], [126, 0.9491079166797194], [126, 0.9055251568871718], [122, 1.1729271985246452], [118, 0.01325424927712598], [112, 1.885655320927051], [122, 0.7945982454139606], [115, 1.0300249655457128], [121, 1.1972613328999306], [0, 0.0], [121, 1.7783315557744543], [117, 1.7593552278243585], [121, 1.3634947796977628], [120, 1.0189628594242044], [121, 1.868056815018354], [121, 0.9342148899528243], [120, 0.34984692218610625], [127, 0.6685165431423483], [117, 0.8051595795593007], [117, 1.0797479271624069], [120, 0.7274070712020565], [123, 1.0677823217552602]]",0.7393464391185608,0.6640973946851566,0.5249876520252128,32.27070498145338,38.71384248560197,23.913377009531715,1.0,0.9,0.8,0.7
170,25,0.4,0.9,1.2,0.1,0.1,"[[118, 2.2468092315208184], [120, 1.4362900632534858], [119, 0.698328246149954], [119, 2.0048625861507388], [123, 0.43965145679690254], [117, 0.8825875544104507], [122, 0.36326033321433643], [117, 1.4883548210284478], [121, 1.732342887907752], [117, 2.586956013549153], [118, 1.6847601083107147], [125, 1.5692646348798358], [114, 0.7274225323556524], [0, 0.0], [120, 2.3030847912721386], [117, 1.4675077940310641], [114, 1.932268361139064], [122, 0.7594526984483758], [126, 2.2796175479403997], [121, 1.6080511509015298], [113, 1.3255957470799886], [123, 1.812746035504049], [0, 0.0], [123, 1.4790680745816835], [120, 0.3990269387022227]]","[[115, 1.582199928333461], [124, 0.9069492960590242], [118, 0.30893443049491404], [122, 2.0510069307668224], [117, 0.6960983584454173], [124, 0.8370552554892831], [120, 1.9302408278060124], [119, 1.6368760853541293], [124, 0.380422025614978], [126, 1.8135072517423887], [122, 2.3655892060497115], [121, 1.061940526613104], [126, 2.416605370825774], [122, 0.8966450392101847], [120, 1.2019389306945696], [124, 2.2535217746305043], [121, 1.6121416411496505], [119, 0.6849319647331462], [120, 1.3554437630151799], [119, 1.4714821428158464], [0, 0.0], [123, 1.7124629909994662], [128, 2.293880276461749], [119, 1.6894686990233987], [130, 1.4544880077771698]]","[[116, 1.0668429602525393], [118, 0.36414120947598666], [114, 0.610787218366034], [121, 1.1999809480705246], [125, 1.7863622533325945], [123, 0.9580638091512491], [124, 1.0317276350467568], [121, 1.274344865016825], [114, 0.9871279967693116], [118, 0.5563911432423836], [115, 0.45171631450979494], [122, 1.1947193635917657], [124, 0.9143438373954647], [116, 1.3691758396212395], [124, 1.047182391428475], [114, 1.0297429687447612], [131, 1.5700744421269028], [0, 0.0], [122, 1.812236922538474], [115, 1.0577418324692467], [121, 1.150190247513779], [130, 0.10612928758304305], [120, 0.6914590613913087], [118, 1.1612335003232646], [112, 0.4086630360356839]]",0.7277301765636327,0.65887196782661,0.4561492030695949,32.58524819607793,24.106297932283173,23.987196584845005,1.0,0.9,0.9,0.5
171,25,0.4,0.9,1.2,0.1,0.1,"[[123, 1.2729690792519956], [0, 0.0], [124, 1.9745327323465762], [121, 1.67168882757286], [117, 1.2071303877925068], [119, 1.4886391210022485], [125, 1.607507625860963], [122, 2.580236052601064], [118, 0.6139060171521489], [117, 2.20175436674948], [121, 2.4902098366754273], [121, 1.7043518630512686], [124, 1.2211259463267758], [120, 1.5871418886302653], [117, 0.864767487176004], [123, 1.3617749780097952], [125, 2.1482808099587514], [114, 2.423881125098398], [116, 1.6982869467241608], [119, 1.2870477135597878], [123, 1.8202945095780791], [116, 1.6902473766477517], [122, 0.8832006889048151], [120, 1.5743166555654136], [126, 1.7942960340970482]]","[[118, 1.0656632706553917], [118, 0.965808882563467], [119, 0.4703864232744316], [119, 1.0689388818450452], [115, 0.5906009399441725], [116, 1.515179948573165], [116, 2.1769828793263186], [118, 1.5412868960608896], [113, 0.23430418247760457], [130, 1.0580840211506712], [120, 1.7175829629762702], [117, 1.1153152459503441], [122, 1.864101921421343], [122, 0.850445376513175], [120, 1.6534938274186821], [121, 2.2349331155016685], [125, 1.862491972753918], [119, 2.7314393226135287], [0, 0.0], [116, 1.7788317640291231], [117, 0.08454249651539943], [125, 1.2924381721456906], [124, 1.7345210061375207], [120, 1.095224554542997], [116, 1.7625023168453104]]","[[115, 1.976004873758221], [123, 1.5843720604919753], [116, 1.6096771942939259], [114, 0.1154758931822514], [123, 0.7391059652609234], [123, 0.6863078504993069], [113, 1.2573220824739861], [113, 0.7248642762884245], [119, 1.205680550606879], [123, 1.0574881014568296], [119, 1.3126675851712477], [122, 2.0534864878685943], [0, 0.0], [120, 0.03619194363508316], [117, 0.8376616116364134], [122, 1.001509296325332], [124, 2.00977583267543], [114, 1.401341854241172], [121, 0.17779554753941348], [118, 0.14492256943953527], [111, 1.7995939531982772], [115, 2.0325364996705697], [117, 1.6605096348180302], [121, 0.18100336710275258], [122, 1.2405789901998583]]",0.5826516172324311,0.6756888947791404,0.6719236036200974,23.831944947905534,23.68776899583412,23.53380547212881,1.0,0.9,0.7,0.9
172,25,0.4,0.9,1.2,0.1,0.1,"[[117, 1.627067836595362], [118, 1.1106659006450228], [120, 1.4302447154782465], [117, 0.5379860200607163], [122, 1.5895841396050596], [119, 1.3520668600078685], [123, 1.6905609068636063], [122, 0.25796316158415816], [119, 0.957905641616247], [117, 1.7575003688319346], [124, 2.309920679139326], [117, 1.7109793938660782], [123, 1.5784346994437457], [119, 0.5860892171138886], [120, 1.858770067411863], [120, 1.9618495550078792], [119, 1.592098350669206], [111, 1.1276648584460554], [0, 0.0], [114, 2.773689751339487], [117, 2.3244847896288947], [119, 1.574726417185657], [122, 1.1574961876729193], [121, 1.6743829729789605], [120, 2.692124944444324]]","[[117, 1.7818352929020829], [122, 1.3861434259468883], [117, 0.32818492753350703], [121, 1.9797455050880408], [120, 1.2521527798552845], [114, 0.8343993413902103], [0, 0.0], [121, 1.8570161407488728], [115, 1.2363341157957113], [113, 0.9244425642122537], [0, 0.0], [120, 0.0204010710192397], [118, 1.1980774913796237], [123, 0.6140080822175441], [118, 1.6849768679761354], [128, 0.41242491749093574], [124, 0.9358613031708399], [113, 1.156612877622536], [115, 1.74820941783902], [120, 1.4270057667601175], [119, 1.7366674676305596], [132, 0.7130194036819143], [114, 0.910472038166658], [0, 0.0], [114, 1.2873186229092488]]","[[117, 1.3715703271962163], [118, 1.071527513239124], [119, 1.027782463965294], [123, 0.00118809596070022], [121, 0.3394286318679476], [130, 0.12041527800024074], [120, 0.0563614189123128], [114, 0.8335733157909758], [118, 0.638671374151865], [119, 0.5463491512732378], [115, 0.8945254854386737], [113, 1.9623455044332698], [122, 0.3267043827604572], [127, 0.41336400164652715], [120, 1.8693003019665715], [118, 1.5782720470454408], [117, 0.6987651130431208], [116, 1.1443911153977806], [126, 0.05312941995130252], [122, 1.1488183901363342], [114, 1.8794806627148892], [115, 0.027516307595111082], [113, 0.435778423818481], [122, 1.1579958588582628], [119, 0.3281634379476174]]",0.669979721024433,0.6164443655196565,0.5981647050540211,23.52360516587541,38.92815947357388,4.273827324541786,1.0,0.9,0.5,0.7
173,25,0.4,0.9,1.2,0.1,0.1,"[[124, 2.2419996412827876], [123, 1.171694905045739], [118, 1.4937396642270517], [121, 1.3567341653923455], [120, 1.2643547534318518], [114, 2.0687558176384457], [121, 2.5691544522273686], [124, 1.7181532969005489], [122, 1.4581831176655817], [118, 1.8130124663262466], [124, 1.016431811939236], [118, 1.2464521829884376], [123, 0.7173601696733208], [118, 1.299563161983301], [120, 2.5713744220935753], [117, 1.008986423689098], [118, 0.4564864207922576], [121, 0.5434800205555295], [122, 1.9562823604820296], [125, 1.3775484694204936], [121, 2.0113517041627627], [122, 2.124287056478208], [124, 1.5270785772976125], [121, 1.7454101820365324], [117, 1.55254366229275]]","[[120, 1.6003087615248452], [128, 1.5084064519888387], [0, 0.0], [119, 1.5456333667431732], [114, 0.5699133091390807], [118, 0.3048281825998615], [108, 1.7078153219002274], [112, 1.760654095101322], [121, 0.2919225049208678], [112, 0.6718209856510646], [121, 0.9171062190977111], [123, 1.2494657554921584], [129, 0.7461244009290202], [114, 0.48760534736626593], [112, 0.7732918152159275], [118, 1.1605427353170692], [119, 1.8183331169338892], [122, 1.173128722368061], [121, 1.0040222871644622], [120, 0.23826129639785348], [122, 0.1854216947929912], [0, 0.0], [120, 1.8376386099674469], [126, 0.8428782275074853], [116, 0.9565034237984559]]","[[122, 1.6354220290893668], [121, 1.127536385209008], [118, 1.5807384242758682], [0, 0.0], [124, 1.6800892712449], [123, 2.3841399022468432], [119, 1.4310787254394937], [116, 0.6726078513615141], [118, 1.1930135939254616], [107, 0.8844048767251427], [127, 1.621276141933442], [123, 1.6329928985460356], [122, 1.0859778245867933], [126, 1.14270799743089], [118, 1.036703458994631], [117, 2.2222817345575145], [122, 1.3145692849540216], [120, 0.019496559312060076], [116, 0.26665328802460925], [128, 1.2501387679106912], [126, 0.7941432213753744], [127, 0.8414030791567104], [119, 0.6731625203076215], [119, 0.1274155086164651], [120, 0.9493495067472967]]",0.5514996513025607,0.5765318816152059,0.604132728124386,2.7405109012737023,32.63495058982011,24.07475025831005,1.0,0.9,0.9,0.7
174,25,0.4,0.9,1.2,0.1,0.1,"[[118, 0.14751943648314542], [123, 1.7198417145678175], [119, 1.0055638427964397], [119, 1.303276106316239], [122, 0.80939206251596], [122, 1.2614934964688698], [122, 2.1368026497047468], [118, 1.348907529557874], [121, 0.30946763189093285], [119, 1.5022307795924519], [118, 2.3839230879102136], [123, 1.625493787346263], [117, 1.1667527623353275], [0, 0.0], [121, 1.7679048578617609], [123, 2.241121176359605], [118, 2.2293561056037787], [124, 1.6845112194229692], [116, 1.5096646510805818], [118, 1.2394682128650503], [117, 1.9442503090194656], [121, 1.8266345773973547], [120, 2.0035486140250214], [117, 0.669302445224086], [125, 0.9240875608512932]]","[[124, 0.6613777587684683], [123, 0.4815213827925506], [114, 2.3041687533866893], [111, 1.5171962205276042], [120, 0.6710004794721796], [123, 0.7856847277238213], [123, 1.1936961740808139], [121, 1.5790058075985465], [120, 1.4316574608267485], [121, 1.7266988396244838], [116, 1.5359957368664412], [116, 2.95254906535722], [117, 2.446633368002843], [118, 0.8637694409162259], [119, 1.7399368921949645], [116, 1.9935576658319907], [115, 0.8401839174192625], [113, 0.031499823255745275], [121, 0.818172420977475], [116, 1.20729624085335], [116, 1.8050093406989685], [118, 1.0538559284806213], [110, 1.675574085932763], [111, 0.07634484219799706], [119, 1.303127616380111]]","[[125, 1.1233559908042585], [122, 1.060073390041024], [123, 1.3339296904985338], [124, 0.5372954612331514], [125, 0.45391210865452], [120, 0.5882809053320677], [114, 1.1397207240394938], [125, 1.5570976108460592], [120, 2.1579269173766957], [124, 0.2748217441964269], [124, 0.3203721369271685], [115, 0.5920466712923589], [122, 1.8664844268075502], [118, 0.2667956887448199], [121, 1.9429310226978467], [120, 0.4646387343484881], [123, 0.11735000273188968], [127, 0.10707033627886418], [118, 2.4904644635234106], [120, 1.3890186635748816], [120, 0.39222513956772564], [120, 0.7035747562082981], [117, 1.6199843793259747], [117, 0.2941416264717859], [0, 0.0]]",0.6397664577968771,0.6946076640328537,0.6984409077917126,23.649575049036294,3.8872097962420296,23.931034244261152,1.0,0.9,0.6,0.7
175,25,0.4,0.9,1.2,0.1,0.1,"[[120, 0.19716439478452366], [120, 1.0003459516069177], [115, 1.5952457121341297], [121, 1.7592729616403646], [119, 2.6799105772411234], [121, 1.192751341591116], [120, 1.7190503723448498], [119, 1.1549007443375559], [0, 0.0], [117, 1.4904286004373404], [120, 1.3037146119253349], [117, 1.5963851168256256], [121, 0.637546858962397], [116, 0.3945321045052734], [119, 0.5001912699858201], [120, 0.9478420471480229], [117, 1.1821152191098316], [0, 0.0], [119, 1.5816652458232692], [121, 0.6326294113359702], [117, 0.9385813715114031], [121, 1.6539683013178585], [119, 1.8998814228289107], [120, 1.6116145495031446], [120, 0.8075089940951302]]","[[123, 1.229117198645261], [115, 1.1650507124173453], [121, 1.1834974475600564], [0, 0.0], [119, 1.8976625696660043], [117, 0.6721900190034856], [121, 0.707731409011346], [121, 0.7371436629277437], [131, 0.26894463853161305], [122, 0.34764655183105636], [119, 1.905477588122846], [122, 1.4063099199776303], [121, 1.6866939863170711], [126, 1.3792344467311517], [118, 1.5862045454728575], [118, 2.529386354038992], [120, 0.44811102988024065], [120, 2.451218713947424], [0, 0.0], [122, 2.154834453431378], [120, 0.95184726780392], [124, 0.6108096431092523], [123, 0.8608040098888905], [129, 1.5247319860319026], [114, 0.7455903062305782]]","[[116, 1.178276510942013], [118, 1.7849141106220363], [125, 0.31918988072351206], [119, 0.4810827938914917], [116, 0.35500136007108857], [113, 0.7578939166021311], [116, 2.177909077741832], [117, 1.7290447056918554], [122, 1.6981266008637572], [122, 1.1597367594783257], [123, 0.17016764957276698], [123, 1.2617033350467235], [123, 1.9474527689968375], [115, 0.32821055141288796], [117, 2.614218174441883], [127, 1.7283890787268625], [119, 2.278044636256208], [124, 0.21216155757153482], [118, 0.8181161341432132], [114, 0.9694054718452906], [115, 1.194530803264499], [110, 0.2986240082125923], [123, 1.3647798908530615], [119, 1.29912108302972], [122, 1.0961940088646152]]",0.6352870005714317,0.6987278451763296,0.6889425627987616,32.349442035373656,33.06730106918313,4.132602085853415,1.0,0.9,0.8,0.5
176,25,0.4,0.9,1.2,0.1,0.1,"[[120, 1.7603437458528302], [118, 1.7672969459325194], [122, 2.3484121212837286], [121, 1.9232415487929186], [119, 1.2112991323706708], [119, 2.283623341072054], [126, 1.1955067662533438], [118, 1.9789509158084844], [124, 1.4402205458920605], [115, 1.7068256292679185], [118, 1.4002243104111252], [117, 1.2311308534795316], [117, 1.469913612862049], [114, 1.9368940712697231], [116, 1.0325756488033464], [118, 2.22376631619677], [117, 1.0923910888376622], [116, 0.7444588318423413], [115, 1.573538724540132], [117, 1.3381352802737352], [117, 0.8910928401887026], [115, 0.31739222969626396], [118, 1.8026117949702372], [113, 2.795054335912151], [117, 1.838057474980332]]","[[114, 1.4960045654591723], [123, 2.119923583700841], [119, 2.327287446434512], [119, 1.3905470085181426], [119, 0.8350826099291265], [120, 2.4304160099617533], [125, 1.5364052789759601], [119, 1.0206016644172815], [120, 0.924514570858002], [116, 1.1336325449895641], [114, 0.981169169389894], [130, 0.3423246429897983], [116, 0.534668444679291], [116, 0.6593789393152583], [121, 1.8461316902378764], [116, 0.8594489678438869], [120, 0.6815455997639256], [125, 0.23490944035304537], [122, 1.1216296444235196], [121, 0.8764500744157782], [126, 0.404903460874534], [116, 0.4587126320294462], [121, 1.28393054171655], [112, 0.5523864353800599], [113, 1.1797565153378915]]","[[124, 1.696737069232367], [125, 0.4676886794090459], [131, 1.6890001394825664], [117, 1.9033551177965176], [115, 1.0805917273462908], [121, 0.21927373290944244], [124, 0.5795676606435459], [125, 0.4868680314294505], [117, 1.6204221918923167], [124, 0.5312878790031778], [123, 2.4634741980073542], [111, 0.8569301519373267], [123, 0.6219783785593331], [115, 0.2392980969863075], [124, 1.1878933323207324], [115, 0.8796868499454], [123, 0.7986085801462312], [120, 1.6566650135798213], [121, 0.9936839574141326], [115, 1.541592703207549], [123, 1.4477993704957084], [126, 0.43340664576107146], [124, 1.1228789460587396], [123, 0.32296319650602734], [118, 0.8500919330819873]]",0.5444743816221475,0.5925751039652746,0.5802532420372021,2.91643618136931,4.286910309302027,4.507061126721048,1.0,0.9,0.9,0.9
