trial_id,iters,thalamus_threshold,scale_DNF,dopamine,dopamine_0,selected_action,selected_action_0,std_val,std_val_0,std_idx,std_idx_0
78,25,0.26,0.6400000000000002,0.2,0.08,"[(115, 1.4171425616534428), (119, 2.142200471401821), (118, 1.4437327020791573), (122, 1.6890481808695628), (115, 1.2483403641133182), (113, 2.0577817087672536), (117, 0.7637053244093247), (117, 1.382292538924003), (110, 2.0143051694189715), (120, 0.44380031671198694), (113, 1.3464617183854921), (107, 1.2509367942923784), (118, 1.2741112208377057), (116, 1.4955783023119762), (123, 1.6832079469761865), (124, 0.006775888789676986), (118, 1.2056234587832009), (118, 1.2630813831493348), (114, 0.7956637897978895), (121, 0.5694916568972276), (122, 1.5111750098538956), (115, 1.7161092145401302), (123, 1.5270919344140337), (116, 1.3527315746963344), (126, 1.2043371719836133)]","[(116, 0.803689276325226), (118, 0.973736053046139), (117, 0.4542082633646355), (115, 1.8291931653428914), (117, 0.7653321393231808), (118, 0.7957268010667584), (122, 1.6015385583430368), (121, 1.3277395515593253), (115, 1.1777523821218494), (116, 0.45254254864510896), (120, 1.6674057202456385), (122, 0.9277012223149946), (113, 0.33827541773863884), (119, 0.974551742126842), (120, 0.46888330794258054), (112, 0.9257223482509717), (119, 0.9498284732451899), (113, 1.6474235373612378), (116, 2.1695851372275614), (118, 1.8493212842198987), (116, 1.4547522783792473), (0, 0.0), (115, 1.701435395155605), (121, 0.7031627812879911), (121, 0.20516019286187478)]",0.487778585416,0.56477303677,4.38178046004,23.1931024229
79,25,0.26,0.6600000000000003,0.2,0.08,"[(116, 1.0203409295097792), (117, 0.36606325316181976), (115, 0.606047323533633), (113, 1.649065567112969), (113, 1.5431421623319599), (118, 1.67597590457486), (120, 0.7475313896861825), (113, 1.779617185339837), (121, 1.1853184004626565), (118, 0.8154150731387815), (116, 1.1909936178472484), (0, 0.0), (112, 0.4852310808119753), (118, 0.3977247535891278), (116, 0.09285418331556154), (114, 0.5327276882906651), (113, 1.4211964108626765), (117, 1.197212272923453), (108, 1.0881721316072706), (0, 0.0), (121, 0.6248466172625791), (114, 0.22768863348176047), (118, 1.5232983517728391), (113, 1.037539792254164), (111, 0.02416700877544945)]","[(123, 1.0185931666089723), (114, 0.4583799307353998), (119, 0.23793427473043308), (119, 1.0607883896409798), (116, 2.3186077178660933), (121, 1.2970061914821047), (119, 0.8867655491845219), (117, 0.0493376779294282), (123, 1.2241847834678212), (117, 0.8247447144977685), (116, 0.16088048924742396), (111, 1.4700109523875409), (113, 1.4493090093540615), (112, 0.6971268322523906), (115, 0.5698377042213429), (117, 0.5268324259286344), (121, 1.1104922887438862), (115, 0.7217589396409242), (117, 1.3942360653251593), (120, 1.0116209496074182), (117, 0.9028180616172182), (119, 0.7589444552665999), (121, 0.7504133327475058), (0, 0.0), (112, 1.6300853649695928)]",0.558464109727,0.523768701823,31.4668079093,23.2053097372
80,25,0.26,0.6800000000000003,0.2,0.08,"[(114, 0.07409063227332759), (121, 1.01275950509689), (124, 1.3321412674996056), (122, 2.1832017817680263), (102, 1.1448869418622303), (115, 0.6769645952264077), (119, 0.4263275822203913), (122, 1.7678496148534213), (110, 0.16144062310841933), (119, 0.7387038388308539), (119, 1.299378350528655), (118, 1.6217774106732177), (117, 2.3113623611580354), (117, 0.4725209409198122), (118, 1.9030072624256893), (116, 1.0484813239111725), (117, 1.484752627935423), (113, 1.004726494035117), (114, 1.19446081637034), (124, 0.6918500600087404), (121, 0.49753811738155307), (116, 1.2184403075707984), (112, 0.31578127587828697), (110, 1.4872640158211463), (117, 0.4707798266233959)]","[(113, 0.9598336766195221), (120, 0.7409106677588821), (114, 0.9976757494102232), (0, 0.0), (116, 0.6667717170860448), (114, 0.7715227246857873), (116, 1.0292625648755747), (117, 2.1599545535404348), (128, 1.2051842834941102), (116, 0.3316591842066165), (116, 1.8637710448635936), (119, 0.8757135115190707), (121, 0.4847110082724533), (116, 1.3017383672992948), (117, 1.9488562680797992), (114, 0.7207182566993878), (120, 0.4692132744617091), (112, 1.4552484637020315), (111, 1.7000739950672408), (111, 0.15000417596144197), (116, 1.0465943462390146), (114, 1.6684582322635317), (118, 0.19047112343638573), (115, 1.168838037837584), (121, 1.9842290668390645)]",0.601127499891,0.597826654934,4.81431199654,23.1067089825
81,25,0.26,0.7000000000000003,0.2,0.08,"[(121, 0.6900535782340037), (112, 1.4703557016827766), (120, 0.5344835125746417), (116, 0.3358151310648041), (114, 1.5429985863517977), (126, 0.9006330705584904), (118, 0.7520833082859345), (118, 1.3243975704747593), (112, 0.38962848486614804), (111, 0.31678205762557243), (116, 0.8227070882089424), (119, 0.1546675369260955), (115, 0.4547394464410833), (121, 1.6594764604618302), (115, 0.8321732478648254), (115, 2.022195136993663), (113, 1.0798601009890274), (112, 1.234565919820891), (115, 0.5009921441398443), (119, 0.416310162825541), (115, 0.41923913374114763), (118, 0.7429956104685012), (119, 1.2941888525851735), (124, 0.5889009975809535), (118, 0.841674385911436)]","[(117, 1.306360593738534), (120, 1.1304108394901222), (117, 1.3497535480756062), (120, 1.3153288123805893), (110, 0.5606315232254963), (113, 1.9391772892206638), (112, 1.4489059242219984), (120, 1.980024054844376), (115, 0.8790671721184168), (112, 1.871431145059728), (115, 0.8710500131142452), (113, 1.1993246716570136), (117, 0.33769064070660426), (112, 0.1305214546895039), (111, 0.9618190283786676), (117, 1.643401306862592), (122, 1.2831924571769326), (122, 0.0967045118949996), (121, 1.2717967038637188), (114, 0.06804349956676249), (118, 2.0277626698293965), (120, 1.3318521255200322), (114, 0.5853748409954558), (110, 1.51384338477403), (114, 0.9959354562516245)]",0.474599354526,0.568043077446,3.71289644348,3.7167727937
82,25,0.26,0.7200000000000003,0.2,0.08,"[(115, 0.9468059225169472), (117, 1.3005523250472402), (116, 0.450923882607474), (115, 2.0889610898949225), (116, 1.3551025070901226), (122, 0.02266067765289405), (117, 0.9089337383973544), (116, 0.7358183302207589), (117, 1.1747212829543505), (118, 1.6136487013764307), (115, 1.6880115890711658), (112, 1.3700826831392838), (113, 0.5958593390244002), (119, 1.9930277260329743), (114, 2.1541782514353405), (118, 1.7949711597601212), (118, 0.5038955720262307), (118, 0.7885929109530256), (109, 1.0979823181347794), (114, 1.8182287684724023), (115, 1.2143853186800406), (117, 0.9037098215834972), (120, 0.8431864668058098), (114, 1.1376337354255082), (115, 1.3636766834929115)]","[(110, 1.2066724305473455), (120, 0.6125752658443143), (0, 0.0), (123, 1.532871312692497), (115, 0.8477382974726897), (117, 1.8900004245468363), (121, 0.45098391765804335), (120, 0.5058804257653192), (118, 1.3189789465346922), (122, 1.1541836866154775), (114, 0.18986432822733196), (120, 1.0742885676063063), (116, 1.535374712500941), (110, 0.4102942847935755), (116, 0.7096705032517201), (112, 1.3187023216727054), (113, 0.28120529210146517), (116, 0.16861694920589992), (107, 0.6496491156515866), (120, 0.7182665395856481), (113, 1.6888073723787402), (115, 0.5358998054673507), (119, 1.024270560256095), (116, 1.1162137311994433), (119, 0.25335911246184833)]",0.533846643659,0.511362966387,2.62297540972,23.1339058527
83,25,0.26,0.7400000000000003,0.2,0.08,"[(0, 0.0), (116, 1.4046382791656509), (0, 0.0), (116, 0.8955551472532772), (107, 0.797858849263497), (114, 1.1071014534462211), (115, 1.2491472841473885), (120, 0.35789292818825413), (118, 0.8744788190553046), (123, 0.38288998392225154), (126, 1.1992516394485455), (114, 1.4654414595148404), (122, 1.4878756764270629), (120, 1.866866721495612), (114, 1.7151616472073745), (124, 0.5193459928210645), (119, 1.8025536773777044), (118, 0.5266723232180218), (114, 0.8461886124344299), (112, 1.0330865910513414), (122, 0.7046442852567233), (121, 0.7939535900862347), (110, 0.7037381834214678), (118, 1.2173613676110098), (112, 0.34291869302769873)]","[(116, 1.8526940724070842), (114, 1.1621154511105962), (112, 1.3807011361882957), (117, 1.7410397802890265), (114, 2.302029033189775), (120, 0.5323027438837311), (115, 1.8134182721383487), (107, 2.291041728399807), (119, 1.0884177931780432), (116, 0.35467121534852314), (116, 0.36910965870754303), (120, 0.24779399407977767), (118, 1.525392903177496), (121, 1.135556174596921), (115, 1.0782137909921208), (119, 0.9179545703360965), (112, 0.12848512172562773), (118, 0.8365325184132687), (114, 1.5265427764749917), (117, 0.5090329710782255), (115, 0.5164749938074563), (118, 0.7247625097425825), (113, 0.20125287952287027), (120, 1.7350391961401375), (118, 1.027379436518423)]",0.512220483612,0.633047545194,32.0998442364,3.13279427987
84,25,0.26,0.7600000000000003,0.2,0.08,"[(112, 1.1657538233665463), (116, 2.4088171553433355), (118, 0.8812772061590085), (115, 2.047696510431428), (114, 0.863952505515829), (116, 1.268521296704349), (116, 0.784218966409276), (118, 1.3750208615803532), (119, 0.8405324112909839), (108, 1.4633674404964176), (120, 0.9331575737281252), (110, 1.3872641766892144), (115, 0.3549317676096566), (115, 1.3731240309841275), (111, 1.1379100478680448), (107, 1.8391422426390975), (115, 0.6098030534450523), (107, 1.6446740471278352), (114, 0.9997924575808649), (115, 1.3333535950070647), (116, 1.8021636127953669), (119, 1.5595863448779828), (120, 0.6695443780137307), (120, 0.39035664655337793), (118, 0.7172336296395742)]","[(113, 1.119837103268664), (112, 0.8515718787706252), (113, 1.024165868010407), (119, 0.3571193415526617), (115, 0.7748722813878316), (112, 1.5069956219408844), (117, 0.7773150722966276), (120, 1.5503402695471526), (116, 0.5321959556427103), (114, 0.4132962362895753), (119, 0.8249086293779178), (116, 1.0367437470503673), (118, 1.5743258624533951), (116, 1.7142886663699002), (120, 0.9637129853982955), (120, 0.9635412469447736), (115, 1.1215932229197274), (112, 0.8062749243856265), (115, 1.373077754728475), (117, 2.053981079543052), (124, 0.8070311760956675), (118, 0.9437177550372665), (119, 0.5486493469405013), (115, 0.7180130094100886), (117, 1.2494445592647092)]",0.503188120612,0.410937224294,3.83124000814,2.95458965002
85,25,0.26,0.7800000000000004,0.2,0.08,"[(117, 1.3507425820186738), (114, 0.3213138201236922), (109, 1.2252219594760891), (115, 1.030319505855269), (121, 0.7035562272357996), (119, 1.666353236593326), (117, 0.8551694234795768), (0, 0.0), (126, 0.3928001061022164), (120, 0.3082165928548036), (122, 1.4882384336100754), (128, 1.4784773367978008), (116, 1.5720549676664388), (114, 0.7502650530896409), (116, 1.4592583094834315), (118, 1.985568755035863), (115, 0.07815632841116163), (114, 0.5546825061871368), (118, 0.7687018347374822), (109, 1.3948579171220012), (122, 1.4480848114067655), (117, 1.7984591108778805), (111, 1.2157213428393128), (116, 2.2218461540391408), (114, 1.9359534717616482)]","[(112, 0.30914659438666336), (121, 0.5755700740505156), (115, 0.8016274223180838), (118, 0.376301426447629), (114, 1.7357092391095066), (118, 1.1856597851600972), (123, 0.31368319941763634), (116, 0.3101612714678326), (119, 0.7012992108327739), (126, 0.9836347405397237), (122, 0.919831190578279), (119, 0.4410514690338604), (115, 1.7521441772480366), (112, 2.2033866995688522), (114, 0.9388342422405684), (114, 0.6175121966147696), (112, 1.3067330237667556), (122, 0.8337418691271554), (116, 1.6399095695044754), (110, 1.251835025315914), (112, 1.6181828366903703), (118, 0.2320237759296155), (116, 0.23809129496731707), (122, 1.086094712812197), (117, 1.6996085015897489)]",0.607451458909,0.558216098422,23.3541773565,4.02909419101
86,25,0.26,0.8000000000000004,0.2,0.08,"[(119, 1.8593068088942424), (114, 1.4522168739294437), (116, 1.3544960850002818), (115, 1.1793094240126614), (116, 0.6034245734974826), (110, 0.4666324344165272), (119, 0.30508036372260483), (114, 1.7774514906082508), (115, 1.8973909974023688), (111, 1.1531090936052446), (116, 1.5565060926575847), (118, 0.6170921063428547), (0, 0.0), (113, 1.8477590896497968), (114, 1.097247970606399), (120, 1.1393088087439371), (112, 1.275469947916871), (120, 1.5567308668956408), (118, 1.0474608657454634), (121, 1.2297021209247796), (117, 1.7752728381826492), (119, 1.5028197496728444), (118, 1.2258014405832045), (120, 0.9657006254133441), (116, 0.9910363754728418)]","[(118, 1.732693604436643), (114, 1.3043092570891353), (117, 1.400965054288377), (114, 0.5920421340763231), (112, 1.1652988118952448), (119, 1.3983396843600326), (124, 0.610136254336312), (118, 1.4070190973462167), (112, 1.1978076993968534), (122, 1.3268455677136894), (115, 0.8872428753262167), (121, 1.285807344013143), (116, 0.8801508662100705), (116, 0.34119816371118405), (114, 0.933948144025704), (115, 1.0003910942219796), (109, 1.670875881922642), (114, 0.8247457945641397), (116, 1.0809206178931823), (118, 1.1082572434499323), (113, 0.04067217026814005), (119, 0.7961992287050863), (118, 1.5036443088940579), (120, 1.5440576296845652), (117, 2.0988422304509835)]",0.492271451344,0.446270647684,22.9728187213,3.34759615247
87,25,0.27999999999999997,0.4,0.2,0.08,"[(118, 1.2492347835279154), (114, 1.1006722376938716), (124, 0.2653952826412904), (113, 1.6196204382528159), (121, 1.9389453301159956), (114, 1.6637200763321163), (120, 2.233516669176287), (119, 1.5469366472915993), (121, 0.9191608276123917), (112, 0.8736835101518847), (110, 1.7421828461210855), (396, 1.0154563451894445), (122, 0.8609575862926493), (120, 0.7875475390993898), (130, 1.5083181773814471), (121, 0.5875211673159597), (116, 1.9484911640937197), (0, 0.0), (118, 0.010861459157558491), (115, 0.5728245385700016), (113, 0.45061518307889503), (116, 0.5976055849270642), (123, 1.8741307099251756), (112, 1.790696045570022), (123, 1.2143168477122568)]","[(115, 1.8474648711750508), (125, 0.23895660284082818), (118, 0.33114088313924295), (122, 1.4652780461473656), (113, 0.700908128574178), (111, 0.9274509071792714), (396, 0.4672446423254325), (120, 0.589783317148431), (124, 1.326342864053588), (126, 0.5546496090044495), (109, 1.2505629526140132), (106, 0.8966272058753667), (123, 0.5552131198026311), (114, 0.878854525032084), (340, 0.13077376957674355), (0, 0.0), (123, 0.23943665806235043), (125, 0.4073166482452629), (117, 0.5267433358154113), (105, 0.8161659756271764), (118, 1.8237999620555627), (124, 2.17440469139228), (113, 2.1225927715108823), (115, 2.0144090296934096), (115, 0.3560919177078125)]",0.623210939082,0.650578097434,60.2289498497,73.741559517
88,25,0.27999999999999997,0.42000000000000004,0.2,0.08,"[(123, 1.140744818422805), (118, 1.2393741691519633), (0, 0.0), (113, 0.6038999646235285), (0, 0.0), (129, 0.8792532342802241), (112, 1.120695509487471), (112, 0.9590508377854301), (120, 1.909706750758617), (119, 1.855399811358089), (120, 0.3299575435775304), (119, 0.8300959752568318), (121, 1.9532902929331297), (115, 0.457161310409462), (111, 0.17389783088592964), (115, 1.3541014736951311), (116, 1.317748584182623), (112, 1.130210526298636), (120, 0.275429721752205), (122, 1.29602862264727), (121, 1.128704052946894), (115, 0.272518457922391), (117, 1.3859966860180206), (109, 1.889876290383972), (366, 2.051738933849817)]","[(118, 0.7815532855524833), (106, 1.297575731129472), (117, 1.283803792452752), (121, 1.61733328069176), (105, 1.7443127809481163), (112, 1.2840329605227054), (119, 1.4061035549702583), (116, 1.2835906782448399), (122, 0.29792636750809537), (104, 1.0392400799836627), (120, 0.5962588976225917), (119, 0.2692110543053259), (350, 0.11660843556484961), (118, 1.0979136924412298), (119, 0.9584938747121263), (114, 1.536413211704277), (115, 1.5779828114694818), (118, 1.7045699115920692), (372, 0.26666251387511), (369, 1.395695446858241), (125, 1.0118871011896395), (116, 0.7841709322490503), (110, 1.3416138721941784), (120, 0.33747739712284863), (118, 1.2369269715003908)]",0.620459736605,0.484477420693,59.9466429419,80.7115952017
89,25,0.27999999999999997,0.44000000000000006,0.2,0.08,"[(122, 0.6046405435582937), (104, 1.1392544861008278), (119, 0.5413136847166062), (119, 0.9333299180956188), (115, 0.6954058515018149), (120, 1.7638534167614524), (116, 0.7896849529336878), (118, 0.5678212361365065), (113, 1.2937093322724307), (121, 0.12929498628865405), (112, 1.6082741841702393), (123, 0.8173282089806857), (117, 0.2868646696338761), (115, 1.193303607356616), (112, 0.3093446307588946), (109, 0.5743110731772211), (121, 2.079872834899035), (110, 0.6020876018939944), (116, 1.0004789220796428), (123, 1.4260880637521414), (0, 0.0), (111, 1.2363999758336153), (110, 1.1165158159018813), (120, 0.005617585341465883), (116, 0.44278441183448003)]","[(115, 0.24292807501310346), (111, 0.599252579379793), (111, 0.8138787925867651), (116, 1.2647595434205985), (124, 0.9535178063194063), (111, 0.9034876870068613), (118, 1.671489498615014), (113, 1.3865847805902716), (127, 1.3352348382456576), (114, 0.20874462934032317), (119, 1.5148915313100302), (108, 0.9427590750589506), (119, 0.9239492435692742), (120, 1.6152595534390257), (118, 0.18625533368310296), (122, 0.21866732869199942), (116, 0.8001038425019544), (120, 0.9832518550752178), (118, 1.6895331511414122), (128, 1.3363949955075571), (118, 1.292040458669681), (115, 2.0290164695826833), (121, 2.409052792082174), (114, 0.7121331931586404), (122, 1.1924937004055407)]",0.530429721573,0.558368568795,23.2129618963,4.86719631821
90,25,0.27999999999999997,0.4600000000000001,0.2,0.08,"[(114, 2.3755138175334225), (119, 1.0715623908208167), (114, 1.7535750471637597), (122, 1.5251377255768688), (119, 1.0860998083795468), (112, 0.9100769411160476), (116, 1.2434554603323806), (114, 0.31918070124638337), (111, 0.8817742895880375), (117, 0.5357472131020676), (116, 1.0091269981347013), (115, 1.66129778901383), (116, 2.1848577789680643), (116, 0.45986217384560313), (109, 0.44427552571269396), (119, 1.1497054173042052), (116, 0.8182270044791944), (120, 0.9815819054834641), (120, 1.4681803314810733), (116, 0.7314077765853852), (120, 0.4882286402150457), (119, 0.44504739903038454), (122, 0.7708317732328359), (111, 0.6527667192078009), (117, 1.2843640945716082)]","[(122, 0.877170242460527), (117, 1.6339451944369627), (120, 1.637988453804946), (110, 0.6554255598520569), (109, 0.9094146898497786), (0, 0.0), (115, 1.1120394999681646), (115, 0.39408864273081196), (108, 1.2847421783034887), (352, 1.2471591102564512), (107, 1.8999384242398338), (123, 0.21165849076060633), (111, 0.6563137277020943), (115, 1.8956768721667583), (115, 1.2109673909913061), (0, 0.0), (124, 1.2559538225206694), (126, 0.6301862050909408), (109, 0.5552924735345522), (350, 1.377506316979983), (124, 1.7711513858675436), (118, 1.364969419213368), (114, 0.6170923011694189), (124, 0.7408370604055775), (116, 1.1593855263035935)]",0.531365577324,0.543258580527,3.35857112475,73.6729421158
91,25,0.27999999999999997,0.4800000000000001,0.2,0.08,"[(112, 1.245877629872902), (118, 0.7238959817958872), (119, 1.2761718804173714), (123, 1.1047121528967276), (115, 1.6521445696652877), (118, 0.8315057912973616), (119, 0.03344959492431318), (114, 1.4899788655186317), (0, 0.0), (119, 1.5699842209991), (115, 1.4626910545061325), (116, 1.167939043662823), (114, 1.1078208901291124), (119, 1.2249782855053502), (118, 0.1168203192792648), (117, 0.4368990940763396), (117, 0.3451709265362941), (122, 0.6027487871567946), (127, 0.3211657084802555), (119, 1.489393028649232), (119, 1.6197108087245289), (112, 0.9817259429331339), (113, 0.1477245160213534), (119, 1.2880745342472335), (113, 1.5219399869170276)]","[(121, 0.10025878678366652), (111, 1.9960102880991983), (118, 1.4904542567790058), (113, 0.9787379056226416), (115, 1.4200387914953458), (116, 0.5263288412155483), (113, 1.508147962056182), (115, 1.7006482597272172), (107, 1.1332722691863557), (115, 1.7763063978079348), (119, 1.7217252105271446), (365, 1.4093395204911567), (110, 0.5686676395266391), (112, 1.3597401322504319), (125, 0.37080774660901433), (111, 1.3313904030848556), (0, 0.0), (122, 1.8307242215511166), (116, 0.6234014702514724), (122, 0.8231173735708621), (111, 2.0514233545355376), (111, 1.4220289562789348), (116, 0.34050353762690805), (118, 1.4065800287769394), (112, 1.3134319870845061)]",0.539267620672,0.581761855326,23.2580652678,54.918907491
92,25,0.27999999999999997,0.5000000000000001,0.2,0.08,"[(116, 0.04514402702464629), (118, 1.3069567021336366), (118, 1.603607110808292), (119, 0.9694794126552596), (121, 0.8365844419809595), (119, 0.9781504297554711), (113, 1.072766165561584), (112, 1.947645200084021), (115, 1.1985081698628612), (114, 1.2735716277405176), (121, 0.5799291708025478), (123, 0.6077185426013687), (112, 0.3102490545927314), (119, 1.878626914927866), (113, 0.39021209251264116), (117, 0.6920799086912667), (112, 0.7197333457901193), (111, 1.3186007694798971), (116, 1.4850816907697), (113, 2.0024539451951764), (351, 1.0829734030041953), (114, 1.3897561099190578), (115, 0.384612628654182), (112, 0.5614056130664185), (116, 2.183306394168793)]","[(115, 1.1063530718280343), (118, 1.128699108569975), (118, 0.5031837453074566), (114, 0.7833669573057045), (120, 0.7224445483425042), (119, 0.7776765480460837), (119, 0.8085796062485003), (118, 0.7968647364580099), (125, 0.31324501548210926), (113, 0.7687383912277886), (112, 1.2424337974520654), (123, 1.00076880779724), (116, 1.0141939909240252), (121, 0.4514573927301013), (118, 1.026800408915475), (113, 0.14126582530998544), (116, 0.660267450938318), (0, 0.0), (123, 1.8911481407698216), (128, 1.378810663317639), (126, 1.1059306631990913), (313, 0.7616574360948456), (121, 1.1813090725067577), (118, 1.7267920608902279), (110, 1.8991712202591275)]",0.561381120477,0.469423256067,46.2038959396,45.6579631609
93,25,0.27999999999999997,0.5200000000000001,0.2,0.08,"[(118, 0.027243990618033648), (114, 1.6212719543783147), (118, 0.0927113409666872), (116, 1.889366507527941), (112, 1.5778297969067385), (119, 1.7162623257031349), (119, 1.4576259994405039), (120, 0.40294315628266153), (122, 0.5203761029029883), (117, 1.3825730661784867), (117, 0.47088289531060423), (112, 0.9407878678514427), (112, 0.28310121002508776), (115, 0.9018339131637858), (118, 0.7949177000220833), (122, 1.2225640611150477), (110, 0.6779778789296105), (114, 1.4445126515861044), (116, 0.3679060854069227), (107, 1.7635424427382904), (117, 0.41406572017348203), (111, 0.4502807856441311), (116, 0.637961546924401), (116, 1.7921911301050601), (114, 1.5460248133720986)]","[(117, 0.6231139232986078), (124, 0.6216138217476201), (117, 1.1774013907472465), (116, 0.9670381348816555), (114, 1.5240319310229546), (0, 0.0), (112, 0.5102466182936535), (118, 1.1435958318885198), (335, 1.7465695673824373), (0, 0.0), (0, 0.0), (116, 1.4173232691641184), (117, 0.49889038396912416), (118, 0.7689934245963869), (119, 1.1612129763051398), (113, 0.6934152597456387), (115, 0.7424029051079466), (113, 1.59255758719306), (120, 1.643321678783655), (116, 0.8066772959745103), (116, 1.0474829052091779), (113, 1.224084010164222), (114, 0.5302024897553461), (126, 0.5865629622467546), (109, 0.9524144589412937)]",0.586713131265,0.488217866832,3.58574957296,59.3412638895
94,25,0.27999999999999997,0.5400000000000001,0.2,0.08,"[(112, 1.7664731996337277), (111, 0.03707784681378286), (110, 1.16216939050087), (112, 0.7555539407120387), (117, 1.7033818298076486), (115, 2.2638529694417917), (114, 0.6821525184479363), (117, 0.9701574910118579), (114, 1.0290914132564137), (120, 0.3109780352846714), (109, 0.966674814892334), (117, 0.2985721769470588), (122, 0.3423614432866715), (118, 1.4103790955110302), (115, 0.18023753062154313), (117, 1.0522426539260674), (117, 1.5635428631042747), (122, 1.7540779315922368), (114, 1.4694445772791298), (119, 0.6019828136029016), (120, 0.5865572420611225), (120, 0.9624783515226233), (113, 0.4753411355756366), (112, 0.5036909810094504), (117, 1.2501379606995944)]","[(120, 1.6274062294451739), (117, 1.5682868264811873), (121, 0.5086467502278775), (115, 1.0088753161271633), (113, 1.1927142299140483), (121, 1.133933573522449), (111, 0.7826373716232642), (112, 1.3640194103518948), (116, 0.5486587213001075), (110, 1.7407320225066623), (123, 1.0901534095035526), (115, 1.4877611052736344), (115, 0.858330529110563), (122, 0.7783995767388682), (107, 0.9613221063282774), (122, 1.597247389486876), (124, 1.4602577614166738), (110, 1.3172351356780891), (116, 0.9920880783270305), (113, 1.4967399290833325), (0, 0.0), (121, 1.6292173563878467), (121, 1.2450208968096712), (0, 0.0), (120, 1.4800346230853638)]",0.566678058514,0.470531522519,3.56964984277,31.9974999023
95,25,0.27999999999999997,0.5600000000000002,0.2,0.08,"[(107, 0.8805663568528956), (115, 1.5376795155679706), (121, 1.3819876975137404), (117, 0.9347586390183016), (111, 1.5277791628131354), (124, 0.14889797554743694), (121, 2.0639538518658416), (121, 2.222257450401684), (113, 1.7382940131577989), (118, 0.3537986153031261), (119, 0.4332654224678551), (121, 1.3520055963536854), (119, 1.735749246515852), (112, 0.8705105382205687), (118, 1.5438424435843354), (118, 1.5219638617994717), (119, 1.3895188664414495), (120, 1.5696786519991337), (126, 0.2794058040422661), (113, 1.4037888233647853), (118, 1.4468334672621304), (115, 1.31104352473191), (114, 1.9353434452464213), (114, 1.6632344642493024), (117, 0.8979252789386065)]","[(0, 0.0), (109, 1.055863195248604), (122, 1.7691090604950186), (122, 0.8566528759996618), (116, 1.1919854970271782), (114, 1.2881242788568077), (0, 0.0), (117, 1.0923903152838919), (116, 0.8820415918350148), (116, 1.854197990902964), (110, 0.15179573352021805), (0, 0.0), (111, 1.4915746891959243), (115, 1.2264981135177346), (117, 0.5559723533859532), (123, 1.3255386836194631), (118, 0.6274481546343154), (124, 1.7873194682203861), (118, 1.8077225316443553), (114, 0.8203687988294802), (115, 0.0760187028027412), (123, 1.4731098000581182), (115, 1.7122290154290225), (113, 1.0444363719310648), (106, 0.6789829093225205)]",0.54240372842,0.597789370365,4.17880365655,37.9754446979
96,25,0.27999999999999997,0.5800000000000002,0.2,0.08,"[(120, 0.16980764473616738), (118, 0.4045256536962692), (117, 1.1222092695256776), (119, 0.1551491297749686), (119, 1.4203861397033246), (117, 1.1972405202512029), (125, 1.559872632460846), (118, 1.2700509733052692), (121, 1.4804214764810573), (117, 1.2031094947127465), (113, 0.30779912175852714), (114, 0.6593001372236252), (118, 1.3756394677194659), (117, 1.837389179051449), (112, 0.35926862935758064), (118, 0.8848777228126075), (114, 1.7071860649203237), (116, 1.609023887794649), (123, 0.8244794836954499), (120, 1.2193498206464357), (117, 0.7921442318492975), (116, 0.979202188280085), (116, 1.5680055792739873), (113, 1.070366964016594), (117, 1.5500783004201422)]","[(113, 1.0238091080934326), (113, 1.6115513830268966), (115, 1.238057615230815), (118, 2.016523861672775), (115, 1.1252151761254416), (117, 1.3501877603215682), (108, 1.762208480745058), (117, 0.006805669177869765), (121, 0.8963504024677854), (116, 0.37301171627203966), (113, 1.2653992935982175), (123, 1.1055009048273934), (115, 1.9578455322089827), (114, 3.139669203354794), (117, 0.8168748102702216), (116, 0.7514358013833273), (117, 1.192893307727917), (116, 1.635609939879119), (117, 0.8358109311788533), (110, 0.7949406146388814), (121, 0.20160027724978616), (119, 1.273824592132408), (110, 0.6383215289405062), (112, 1.8817594378821703), (117, 0.4503180764272572)]",0.490403345607,0.661041970999,2.96647939484,3.46410161514
