trial_id,iters,thalamus_threshold,scale_DNF,dopamine,dopamine_0,selected_action,selected_action_0,std_val,std_val_0,std_idx,std_idx_0
281,25,0.30000000000000004,0.8999999999999999,1.1,0.10999999999999999,"[(114, 1.0970021722992245), (113, 0.6860745680178711), (112, 1.7673060491265968), (114, 0.886799226614817), (120, 1.310318347471723), (121, 1.9332857341246452), (120, 2.6097449381820184), (115, 1.5930508460980948), (112, 1.1131586768503972), (118, 1.0048082363587727), (112, 0.2686239893138673), (120, 0.9647630887971506), (118, 1.6524681633768818), (0, 0.0), (119, 0.9891607887245573), (124, 1.3523967828479813), (117, 1.9309377533962313), (115, 0.5358865480700042), (112, 2.2998710520528083), (109, 2.1893434743611566), (117, 1.5395779184399512), (119, 1.537595577731011), (117, 1.7008079480242744), (114, 2.155885145236957), (116, 1.5838838998979072)]","[(121, 0.18702962877135576), (119, 0.6835639836476901), (115, 0.956747031882347), (118, 0.04977566625766228), (115, 1.0982637401579278), (117, 0.3883216006819845), (114, 0.7729971557173015), (116, 0.6873469432749869), (120, 1.5980158630982721), (119, 1.0027269603572744), (120, 1.8163419819132998), (119, 1.2057378767722113), (113, 1.1805371311824753), (118, 0.37737571278392895), (123, 0.9275239385114784), (0, 0.0), (116, 1.2891139603680126), (118, 0.8855745875245554), (117, 1.5814959401238546), (115, 0.6882152793476257), (116, 0.7487594896325975), (113, 0.963888329386398), (117, 0.8899844070467838), (111, 1.6981734066321355), (116, 1.996094177441708)]",0.628891902227,0.518021297103,23.0271491939,23.0656107658
282,25,0.4000000000000001,0.7,1.1,0.10999999999999999,"[(121, 1.055138351839267), (118, 1.7053330749924445), (111, 2.120635748353924), (120, 1.2021401313938707), (117, 0.6680562155659109), (122, 1.7522278699856568), (112, 1.629573058709623), (120, 1.3936080215229765), (0, 0.0), (119, 0.5163020734018218), (118, 2.632988694377413), (114, 2.4070024542593513), (117, 1.1914953930080134), (116, 1.7692379621351095), (0, 0.0), (0, 0.0), (0, 0.0), (116, 0.6379010122808745), (119, 1.3772056568347661), (108, 1.08051129217338), (114, 1.3095019989702212), (115, 1.2889556140570428), (116, 0.9011224221515634), (120, 1.0430516922586799), (119, 1.2178100394500444)]","[(123, 0.9779931131904198), (112, 1.6607473281016754), (0, 0.0), (121, 1.1747930377093545), (121, 1.036587625160637), (330, 0.7736615727164866), (114, 0.4933069154602018), (108, 0.6012836447935661), (120, 0.14870776180838313), (112, 0.6470885318656319), (118, 0.3121949396753387), (117, 0.636666713752493), (117, 0.08540994840578715), (121, 0.9712996392611316), (116, 0.0738793660559346), (120, 2.1497448289203125), (120, 0.3778189782663156), (117, 0.9949547620799712), (113, 0.4580965750613482), (117, 2.1142999109993803), (0, 0.0), (112, 1.1030445467720191), (117, 0.971903005236241), (117, 1.3980414786203057), (114, 1.6815946686241285)]",0.705496000014,0.609026607757,42.9212488169,54.0439228776
283,25,0.4000000000000001,0.7999999999999999,1.1,0.10999999999999999,"[(114, 0.9244196484492821), (124, 0.9083398485573482), (114, 1.5466839474510004), (120, 1.2035953609004961), (120, 1.5617644967753859), (110, 1.11593471262129), (116, 0.7066523624656346), (115, 1.1499427014138943), (116, 1.1586309617667145), (113, 0.25469171497668797), (117, 1.0717554795305484), (111, 1.805847108992806), (112, 0.3668795833628872), (113, 0.8962837740956596), (117, 0.7085885111842738), (113, 0.8892049364098958), (111, 0.7559974063443964), (115, 0.3151668661294711), (0, 0.0), (114, 0.8877455642872777), (123, 0.4708524041499335), (121, 1.6507370106854369), (118, 1.39169162288106), (120, 1.0808782995398247), (112, 1.1492500329160846)]","[(0, 0.0), (0, 0.0), (118, 1.195921381574526), (117, 2.013310203392295), (116, 1.2615500437811813), (119, 0.6844824273989527), (113, 1.1740306256962945), (118, 1.2867672184826184), (115, 1.1903278193631484), (112, 0.7224671627735005), (121, 0.03203481222720746), (0, 0.0), (121, 1.0412900385045085), (115, 0.5794225534119577), (115, 2.1720532613028336), (113, 1.2710924667117267), (115, 2.3594465144421735), (107, 1.2918681088538635), (0, 0.0), (113, 1.7553178145584962), (118, 0.7185290788230365), (113, 1.2625105757624457), (115, 1.6158954247607715), (115, 2.8972493217772204), (120, 1.0111645414215955)]",0.443643357185,0.758819917218,22.9968345648,42.5099329569
284,25,0.4000000000000001,0.8999999999999999,1.1,0.10999999999999999,"[(114, 1.6391058535374594), (123, 2.1988131106886457), (119, 1.5138157487573485), (114, 1.7247696168491078), (106, 1.7100694097421574), (116, 1.2456412361069105), (120, 1.1762087276559718), (115, 1.284839658874107), (115, 0.8114434268998139), (125, 1.5608641653661857), (121, 2.3250250509325747), (115, 0.9032045693001599), (117, 1.4233056867192242), (111, 0.5676499222623338), (120, 1.3951452838851952), (115, 0.24446971626564235), (114, 0.8276920234589739), (117, 1.664510170274146), (118, 1.5418416350132294), (115, 0.580194928929409), (117, 1.6060323341450222), (117, 1.7797403233510738), (110, 2.1422564862799987), (117, 1.9702475512713462), (118, 1.8800238575040025)]","[(121, 0.7938200507109988), (115, 2.2538485498269343), (114, 0.5275141631098058), (115, 1.3499763138908338), (117, 0.4147957134402374), (112, 0.6154417359482963), (112, 0.6953077874166642), (114, 1.3443275652567384), (117, 2.274000870925311), (121, 1.574043067050918), (117, 1.2878719336647126), (115, 1.1228036001983062), (112, 0.5922137544799406), (113, 1.8034561175421144), (109, 0.6050760868249265), (113, 0.4232370407144114), (111, 0.811186511297512), (116, 2.8020172066294124), (111, 1.5491831200801498), (118, 0.06961103050949187), (112, 2.2847632478146314), (119, 2.3256508201590513), (112, 1.395272400868232), (114, 0.22444167219722957), (111, 1.409396000311403)]",0.523936604299,0.736608503486,3.91795865216,3.11229818623
285,25,0.5000000000000001,0.7,1.1,0.10999999999999999,"[(110, 1.2405465965076714), (110, 1.7590481285844826), (118, 1.8376362943004687), (110, 0.8765039534069058), (117, 0.5881109425293446), (109, 0.45182470723566803), (115, 1.3715064035818152), (116, 1.8826927646174532), (119, 1.3860729327557735), (111, 2.0136549127900505), (116, 1.9109577068038037), (115, 1.4644546111854186), (116, 1.6466350707523736), (114, 1.768809545823833), (116, 1.6212589810126323), (111, 1.6131513837782085), (119, 2.8062694510191504), (112, 1.3141873878123438), (114, 2.431195352711025), (116, 1.0586010175194054), (110, 2.966824920450106), (110, 2.1848622394063493), (109, 0.19885188768105974), (120, 0.18871597209825441), (116, 1.608189271085173)]","[(107, 0.8881232314842296), (275, 1.2170250619598992), (384, 1.7392902823631489), (114, 0.28131022814841805), (119, 0.7040542891168854), (114, 2.3801644438776854), (116, 1.9068958590272056), (118, 0.8507080735519366), (117, 0.9885085745387829), (108, 0.5226606673775988), (117, 1.5488112247111059), (113, 1.7960292625085683), (118, 0.8742566570647193), (113, 2.632039918837523), (108, 0.8760543178136876), (116, 1.0915003650237074), (116, 0.5228607265545686), (123, 1.8661210604920913), (111, 0.027539094160062345), (0, 0.0), (115, 0.8725835856942868), (122, 0.7896652773419592), (121, 2.0691492701426193), (119, 2.232009792735692), (112, 1.7317601908612026)]",0.696479738399,0.716543090289,3.39976469774,65.565649543
286,25,0.5000000000000001,0.7999999999999999,1.1,0.10999999999999999,"[(113, 0.8639826407729497), (109, 1.1776481927460172), (116, 1.5976222027941354), (108, 2.08927094984784), (116, 0.5977853327899278), (114, 1.2274497314029718), (114, 1.320799797935219), (121, 1.9095205466559946), (114, 1.4881702564370958), (113, 1.6381681377086865), (0, 0.0), (113, 1.2363355806810423), (121, 0.08892903897667315), (119, 1.5622906620191948), (0, 0.0), (117, 1.0162196220855044), (110, 1.3293746277306588), (117, 1.9530107150562888), (111, 0.830022328778226), (117, 0.6502337808719132), (109, 1.8593858483152377), (117, 2.0388788116095102), (115, 0.783003448377793), (115, 0.685167206990493), (115, 1.2243038107371509)]","[(113, 1.6330216198780247), (115, 1.685833591734861), (110, 0.043152982632173605), (112, 0.9661876706154938), (117, 1.5567382262743095), (111, 1.1537689105882543), (117, 2.174389154097774), (122, 1.7196817943505178), (111, 0.9776704063893259), (114, 1.2433244801409242), (121, 1.1432423330994455), (112, 0.8544761616625225), (115, 2.042233819461793), (111, 0.796371021241068), (112, 0.7222363004771024), (113, 0.9766083407401837), (115, 0.07730791329428056), (108, 0.6485354832612608), (120, 0.9323795444765752), (111, 0.83203018215543), (0, 0.0), (117, 1.6143519549639984), (114, 1.4772958632336393), (113, 1.038191695691672), (114, 0.237564251917022)]",0.602422194571,0.580528635566,31.2472462787,22.6064061717
287,25,0.5000000000000001,0.8999999999999999,1.1,0.10999999999999999,"[(120, 1.9152498242106806), (113, 1.229096543200932), (119, 0.9972189426021447), (112, 2.049823259811011), (121, 1.8540470376221365), (116, 1.2440110989483615), (113, 1.6238370773795119), (118, 0.9947874677645451), (109, 1.1458558743162304), (118, 1.499797528785333), (112, 1.223704222897865), (114, 0.1804926076478336), (118, 2.1818833508990747), (113, 1.3947827514706705), (118, 1.9413908008609082), (115, 2.180649952409383), (125, 0.775199872892979), (112, 2.3627912414593064), (114, 1.8064129273012814), (118, 2.4554730046383035), (116, 2.744236874144755), (109, 1.5388622711238857), (112, 2.4330378753793376), (114, 2.1828991448101824), (117, 0.3635928695124702)]","[(111, 0.30462792652424364), (116, 2.040851091791969), (111, 0.15855716850762802), (113, 2.252787071568876), (119, 2.343882111007009), (117, 2.411408061773649), (116, 2.586786756403431), (110, 1.8627109790634984), (0, 0.0), (118, 0.606817637204638), (117, 1.2522555868048548), (111, 0.2765352328746283), (107, 0.6014968502219179), (114, 0.4152376717192643), (113, 1.6941332380930516), (116, 1.5920805397240807), (120, 1.2410008476360623), (110, 0.9570377568293289), (119, 0.5079256732751424), (118, 0.6423397282607711), (116, 0.14559226800286648), (119, 0.9044299631717126), (116, 1.344801859594968), (123, 1.8317256198679357), (116, 1.3007415400211404)]",0.647333050069,0.782773896397,3.72107511346,22.8820978059
288,25,0.2,0.7,1.1,0.11999999999999998,"[(109, 1.3162562236089406), (113, 1.5072157361954106), (110, 1.8657147098764868), (116, 1.178437347622466), (114, 0.5993853466093375), (109, 1.3542912113326113), (117, 0.6584126299092278), (119, 1.9814548764188387), (118, 0.9114630575488096), (117, 0.66008837063392), (116, 0.6396868890342425), (118, 1.0102230800422574), (115, 0.502573367238712), (0, 0.0), (112, 1.7495374184871364), (119, 0.7785717200851623), (115, 1.8746428930368257), (120, 0.2603769519901129), (116, 1.3139113898262602), (121, 1.8342112429964816), (114, 1.5988774340629093), (116, 1.286483372457855), (115, 1.1103862546104903), (116, 1.4968214178553174), (115, 1.3855583202344017)]","[(108, 1.0302710394237906), (123, 0.35182387765536455), (117, 0.5960248283386893), (114, 0.27680373219929283), (117, 1.1316287915847185), (109, 1.4028064371485809), (116, 1.2157476028072933), (118, 1.3116430599330762), (117, 1.212671968274121), (115, 0.09258173817914969), (113, 0.9260476750084957), (119, 0.23347754503591245), (117, 0.313017532133481), (117, 1.653894457617729), (116, 1.4260979698672525), (116, 0.36980298587088123), (113, 0.3041106369838382), (116, 0.8950844852612516), (116, 0.9508081844448903), (110, 0.5818076110840575), (118, 1.8095358282601945), (120, 0.8224799396387263), (118, 0.8726565890707053), (0, 0.0), (115, 1.4006355211903196)]",0.528034514942,0.502923826662,22.821042921,22.9125642389
289,25,0.2,0.7999999999999999,1.1,0.11999999999999998,"[(0, 0.0), (113, 1.0238396163937191), (119, 0.48238108772103283), (115, 1.1700749169006068), (116, 0.6700246842058911), (106, 1.044725312053056), (115, 1.457959918415717), (113, 1.0759566352181305), (115, 1.8764253089332317), (114, 1.2127358234310577), (114, 1.2913736943259941), (117, 1.3052347170604024), (0, 0.0), (115, 1.9655037961787696), (115, 0.9591468150319138), (117, 0.5659730939039116), (122, 1.0877477632893924), (110, 1.551478126697083), (110, 1.5128238039658108), (115, 0.5459027504659225), (113, 1.6261994088356357), (115, 1.363547584908396), (118, 1.0210863765494214), (117, 1.445066818838945), (115, 1.3520705471086236)]","[(115, 1.6956005004095223), (122, 2.0765178608756094), (116, 0.7065823098410328), (120, 0.951070592593295), (118, 0.5613772542001226), (115, 0.8796243744014418), (115, 0.228497019361258), (0, 0.0), (118, 1.9380112631910913), (0, 0.0), (113, 1.0243376759879603), (112, 1.0311930669372305), (113, 1.2624988048336974), (119, 1.50149656044378), (112, 0.6054200176692682), (110, 0.7174364610295938), (110, 0.8288732401042895), (106, 0.7205923312945582), (115, 1.55380385375466), (117, 1.686895861031218), (106, 0.9170784781003809), (119, 0.5533375449081757), (114, 1.0037066090472473), (117, 0.2791558123968719), (111, 1.500285581922351)]",0.493695215821,0.558883108583,31.2756518717,31.3020382723
290,25,0.2,0.8999999999999999,1.1,0.11999999999999998,"[(117, 0.8135799216400437), (118, 0.4845321085285787), (112, 1.8411066407752938), (115, 2.324800708365719), (118, 0.3059510303897258), (114, 1.4563522889832667), (113, 0.9862984718654287), (114, 1.898269167031425), (114, 0.3932605422596337), (116, 1.5132422190002615), (112, 0.7815535260466658), (116, 1.562972525936274), (120, 0.7897488377716898), (110, 1.7112619586663478), (118, 1.163736059570952), (112, 1.387805942291171), (112, 1.6971063777485682), (112, 1.4080433212146337), (116, 1.0544568397139218), (116, 0.6820056652538506), (115, 0.8754008726397904), (118, 0.9986779113087838), (116, 1.4041098046172091), (120, 0.8612880339919504), (113, 0.2821283705405687)]","[(115, 0.6628901847176889), (106, 1.7737787881747902), (113, 0.40975630374767946), (114, 0.5783037951522918), (116, 0.344835484270782), (117, 1.6900353410499909), (118, 0.5759140597934724), (114, 0.9068207273961828), (111, 1.4974294006268793), (116, 1.7940389422623944), (123, 1.2654101455854425), (116, 1.5073629265983282), (111, 0.7782838837347699), (110, 1.2680391173124268), (112, 0.8628593714406149), (114, 0.8331888632488058), (113, 1.3187015125749493), (124, 1.4086971700515596), (114, 0.5996576298704204), (114, 1.124042352123762), (121, 1.6187046314174263), (119, 0.4497196960632805), (116, 1.9346974064259803), (117, 0.8807876734075907), (0, 0.0)]",0.525832736012,0.516785580469,2.65209351268,22.8999213972
291,25,0.30000000000000004,0.7,1.1,0.11999999999999998,"[(113, 1.4556407084254614), (121, 1.1357428585436273), (117, 2.506975167631122), (121, 1.6745129587737781), (111, 1.1030674348329665), (115, 0.15142967891846362), (115, 1.198505921642966), (115, 1.7185467107832528), (118, 0.7248237849922582), (113, 2.0619240038995463), (112, 0.7708744259626332), (112, 1.4437121109530147), (110, 1.9572397432063149), (118, 1.0160818659687125), (118, 1.2119289857852695), (111, 1.413276376856932), (115, 0.3950700171837647), (112, 0.9033312151955265), (121, 1.4842141275845482), (109, 0.9419005097536677), (116, 0.6001722643127835), (117, 1.298178255190285), (111, 1.3403419635925355), (120, 1.1608753245773589), (112, 2.087524795659306)]","[(117, 0.3754702971619369), (114, 0.20057503824358627), (120, 0.45363537320515024), (120, 2.017381877814422), (113, 1.984766944685182), (118, 1.4087003337978883), (119, 1.4581525315076707), (112, 0.9582904645126653), (116, 0.12381659495753664), (111, 0.9870645596489808), (112, 0.4959727041371253), (114, 1.7157925257632904), (119, 1.5978780573786402), (107, 1.9001667340572364), (115, 1.0175789104773236), (113, 1.53478282344635), (115, 0.8769634538866232), (120, 0.37484501205677845), (110, 1.7487845879898196), (122, 0.8935559866168713), (110, 0.22763121198522235), (116, 0.4117307513407953), (117, 0.10354451061189336), (114, 1.4165743372837596), (108, 1.6603036851566841)]",0.536062824942,0.632378848045,3.58797993305,3.91223721162
292,25,0.30000000000000004,0.7999999999999999,1.1,0.11999999999999998,"[(121, 1.6836453656608101), (115, 1.4666433581648308), (0, 0.0), (111, 1.1436250912239991), (118, 1.4951137675817714), (114, 0.8111090860742183), (116, 1.2491575293333232), (112, 1.4942626566600952), (112, 1.3275543224602675), (117, 0.6014461884919081), (115, 0.5751876478873881), (115, 1.1342842160945539), (0, 0.0), (121, 1.9005798539453396), (113, 2.1752193720120783), (112, 0.7142408143364906), (115, 2.0551436298808303), (122, 1.6703402260620792), (113, 2.0913425140111106), (112, 1.5549676889064323), (0, 0.0), (113, 1.5596581478441354), (112, 1.5566155286776513), (115, 0.5920904449246717), (115, 0.889765406398508)]","[(109, 1.497451050206772), (117, 1.3686841052659433), (117, 0.22419987541828937), (0, 0.0), (111, 0.9330357025085211), (112, 1.174266728622768), (117, 1.8081222444276595), (122, 1.9750148434768644), (116, 0.9198769074392107), (121, 0.1756751172301872), (116, 0.6333492902212652), (110, 0.9089576533889411), (108, 0.4476098485437158), (119, 0.8250325224469168), (116, 1.5558061432765733), (118, 0.9348090358641479), (116, 0.7849476686139012), (116, 1.5122635322202203), (110, 1.5217020634663332), (118, 2.2808872897842765), (111, 1.5343720000961032), (0, 0.0), (123, 0.27973108560236093), (112, 0.7150753581255233), (109, 0.6569755588523737)]",0.632305217112,0.610628322121,37.4675112598,31.4557212602
293,25,0.30000000000000004,0.8999999999999999,1.1,0.11999999999999998,"[(115, 0.6265420892146198), (114, 1.5110948470207686), (115, 2.1698927783738076), (116, 2.0119219746741184), (119, 2.9776332945205133), (116, 1.5908757955573551), (117, 0.7672632975396249), (119, 2.1972677939189618), (0, 0.0), (118, 1.393784196986157), (115, 1.8003823087395676), (115, 1.906937619941139), (120, 0.6340869577684171), (112, 1.1514694346871859), (116, 1.3341996722971277), (117, 1.8454517649432491), (113, 1.0886228639001823), (116, 1.5771957196930013), (115, 1.4257780553716877), (117, 2.142319007197873), (121, 1.5400297744811984), (0, 0.0), (118, 1.246398274540981), (123, 1.5581727444699842), (111, 1.2352635169598503)]","[(116, 0.5586706512413387), (113, 0.6568342072719734), (0, 0.0), (109, 1.9421644595674907), (0, 0.0), (115, 2.089216570669055), (117, 0.842677101732263), (118, 0.6058630953884679), (118, 0.8021066217104251), (118, 1.0741346093497446), (119, 0.6327478868201059), (115, 1.361078332981641), (117, 1.216847952452846), (116, 1.826621629439862), (122, 1.6473263104289995), (117, 1.196529475534233), (115, 0.6576406282738371), (112, 0.7590099774355298), (107, 1.5388934433919348), (114, 0.6530681416585142), (116, 0.3905287098241663), (122, 1.8256146766469328), (111, 1.4508305759613547), (115, 0.374599329000868), (116, 0.7933356707867341)]",0.665778932428,0.577594656323,31.6977223156,31.5299476688
294,25,0.4000000000000001,0.7,1.1,0.11999999999999998,"[(119, 1.0814555112706263), (116, 1.7287548351073148), (122, 0.40669652214586), (112, 2.010844385770525), (116, 0.6573958044458891), (120, 1.473563449409859), (111, 1.4186210822983845), (115, 1.2203331776905209), (111, 0.6793563767327487), (115, 0.4573875725529557), (108, 0.5493960321995199), (120, 0.4404703731983304), (118, 0.23773970689751062), (128, 1.6279856603022247), (113, 1.5892746047920798), (112, 0.9958618968567293), (115, 0.8845623913610237), (113, 2.203614644322755), (119, 1.572280930563656), (113, 1.5791393877773774), (125, 0.18433554435284705), (113, 1.2895472513350366), (117, 2.28557709117002), (114, 1.065405716923449), (117, 1.7171794588349227)]","[(114, 0.1864800176101671), (118, 0.973510298437154), (115, 0.5084770502664625), (117, 1.655581857534363), (115, 0.2111404864873195), (336, 2.4411745472371544), (117, 0.05690579142934989), (116, 1.8949754229898388), (117, 1.3825523141519198), (116, 0.27520138348868395), (109, 2.5723518545927155), (124, 1.1045380284320983), (119, 0.7042870592942614), (117, 1.2576522733657067), (113, 0.45411800267675945), (113, 0.46851966296119224), (115, 1.0610822900399202), (118, 1.7955812747877835), (118, 0.8963551392764989), (109, 0.9692501947933576), (111, 1.5219265574027319), (119, 0.8800357308864166), (119, 1.9853226169272977), (114, 0.9627169691555402), (111, 1.9049133784811716)]",0.599971011695,0.691332790452,4.49817740868,43.322049813
295,25,0.4000000000000001,0.7999999999999999,1.1,0.11999999999999998,"[(127, 1.5954925045962742), (110, 1.9429529139911437), (112, 2.0976507476468966), (118, 1.0142451485526127), (117, 0.6820760573412132), (115, 0.43449010230341056), (117, 1.8602015335545368), (115, 1.3791983575999627), (119, 0.897476259908514), (113, 1.9704165453132636), (107, 2.6253012178396142), (113, 0.4394133984008485), (116, 0.687490456453841), (113, 1.8158738788465936), (116, 0.8907182001877088), (114, 0.9288023155709175), (112, 1.763200372359607), (118, 1.9254939300773646), (114, 0.7279914852678908), (130, 1.565089155653232), (113, 0.7652496467468494), (116, 2.1810539111852694), (116, 1.35542391669177), (114, 1.4346883347552384), (118, 2.278963928582838)]","[(118, 0.6059494337342336), (115, 1.5934462497694923), (119, 0.021497646800773623), (123, 0.9112257172003638), (115, 0.9707560836481421), (104, 1.30332181580591), (113, 0.8379219814726823), (119, 2.0855421454851713), (114, 0.5513815887561812), (116, 0.78183589348868), (113, 0.6067088824523803), (112, 1.9660221230228068), (116, 1.5918324325014748), (117, 0.7602188084231504), (115, 0.9175142009845794), (114, 1.503664360637928), (113, 0.5060367961373282), (114, 0.7489615268561417), (121, 0.5396870899917283), (113, 0.8363286054894471), (114, 2.4395538233398906), (110, 0.4324854117830877), (111, 0.8621576774608196), (113, 2.175845955458371), (123, 0.28283861251396564)]",0.615315818964,0.619793078264,4.63482470003,4.02988833592
296,25,0.4000000000000001,0.8999999999999999,1.1,0.11999999999999998,"[(111, 0.5304694127252462), (115, 1.8765969325799965), (115, 2.282292435112869), (117, 1.140875646651724), (113, 1.3974704380443828), (112, 0.7555540469984711), (113, 0.6326617057985737), (120, 2.182197325245873), (111, 1.8518137602681841), (112, 1.587216150329348), (120, 2.465411859799239), (112, 0.8573710425918911), (113, 1.0824184181121135), (119, 1.064514978918008), (119, 2.3144672916274986), (114, 1.100379339070044), (110, 0.2084660578641511), (116, 1.0033284406690675), (114, 1.8544773028274832), (116, 0.5733240695660411), (121, 2.2037042746472193), (116, 1.529463770781293), (112, 1.4584541941077727), (0, 0.0), (116, 1.8367812778041357)]","[(121, 1.0251420850255952), (118, 2.1324604255654496), (115, 0.7621028102298028), (108, 0.3088056519422085), (0, 0.0), (111, 0.5557985137040494), (116, 0.8626468913488977), (0, 0.0), (115, 0.8115984850629294), (114, 0.8099898768905954), (115, 0.666967458876268), (111, 1.089478471131374), (114, 0.19050308380736705), (113, 1.4785292090755344), (113, 1.5069476679361755), (111, 1.6569415754880317), (117, 0.3442017251047245), (108, 2.1946203021624737), (113, 1.8160931757743832), (121, 1.5879400864987996), (114, 0.729933072315825), (113, 0.9347988746113235), (107, 2.4769140783522396), (109, 2.3893461034731227), (118, 0.18010539339867856)]",0.677592351664,0.733086556221,22.7165490337,31.0522140918
297,25,0.5000000000000001,0.7,1.1,0.11999999999999998,"[(116, 2.039113717772918), (120, 2.1537600411610547), (112, 1.1695182722511723), (117, 2.488711347781723), (122, 2.545834157602167), (118, 1.1067700484327372), (113, 0.362821187561998), (116, 1.735418667353304), (113, 0.24139655943763141), (116, 0.8222792479795191), (120, 2.672043943401433), (120, 1.606876037663406), (111, 0.5508355131657998), (112, 1.3112470581225248), (114, 1.4189874464237044), (121, 0.5836290045556722), (114, 0.7527512301545389), (120, 2.036190425398809), (118, 2.2481571818503543), (114, 0.38323424799466543), (114, 0.16083775807169515), (113, 1.0767938913264448), (116, 0.39641809738586964), (112, 2.5443230805126382), (111, 1.849550875753542)]","[(116, 0.9842072393906575), (122, 2.286803040414643), (126, 0.6490033195757585), (117, 1.2854249729128684), (116, 0.3660095160663457), (118, 1.576249509072057), (113, 0.9104833994431489), (107, 1.3566064184114117), (115, 0.5190862975285249), (116, 1.6509961614783635), (117, 2.126735135215719), (118, 1.7525613613105298), (112, 0.6725672729850114), (113, 2.242760240481003), (117, 3.1119606417225394), (118, 0.7965660618964123), (115, 0.7889494976498032), (116, 0.6790831733217537), (117, 0.06566437478348208), (114, 1.9409189503249578), (112, 1.1077840901618772), (110, 0.21102318667619369), (116, 0.44314405726695344), (112, 1.7734340713785883), (4, 1.3723231666477265)]",0.806189297739,0.739597008906,3.30478441052,22.1628878985
298,25,0.5000000000000001,0.7999999999999999,1.1,0.11999999999999998,"[(116, 2.311394719895742), (117, 0.18093822746847735), (114, 1.2938596410502725), (0, 0.0), (117, 1.8324914129427803), (112, 0.681852180511545), (116, 0.9782226676512953), (120, 2.406890128988963), (115, 1.6129710628683194), (114, 2.1501261051933516), (110, 0.7833319284792809), (120, 2.275680279461707), (0, 0.0), (123, 2.174279327851752), (110, 0.4363421392094551), (120, 0.7922302349318553), (114, 0.35137457119518073), (113, 1.249495095642555), (112, 0.6330501014808984), (115, 0.6638788008428174), (119, 1.5709866580625913), (120, 1.6660307690170162), (126, 1.7985934869139673), (114, 2.3295163555486362), (118, 2.0515102698559033)]","[(120, 1.1399165333251073), (115, 1.686076339196345), (118, 1.2326470615025233), (119, 0.34042736498392984), (117, 0.09272313754581403), (107, 0.7328302296665495), (115, 0.4229958072963656), (116, 1.4321613884352462), (117, 0.42064215174146036), (109, 1.3889142576034277), (123, 0.10463194915275867), (112, 0.9923693851943927), (111, 1.2401917178459063), (111, 0.8237354272908096), (114, 0.014707756057585914), (117, 0.34599114226490935), (121, 2.518594819468941), (108, 0.08091854350003067), (117, 2.325998691811059), (115, 1.8177742820891731), (110, 0.6878646588014948), (107, 0.05725376271142531), (0, 0.0), (115, 1.4641673302884834), (119, 1.9547576107815992)]",0.78196899478,0.741554121416,31.7779797973,22.8846149192
299,25,0.5000000000000001,0.8999999999999999,1.1,0.11999999999999998,"[(115, 1.238340407601565), (114, 1.1890040681115135), (116, 0.19318859068675465), (120, 1.8273292951057525), (110, 2.1059902340397234), (114, 2.641107666817596), (117, 1.9551250837011327), (130, 1.5528580306145803), (108, 1.0865019455400409), (112, 1.7874144120385387), (115, 2.1819145397648696), (120, 1.8725289133867744), (112, 0.5995036068658054), (117, 1.5962127922315217), (120, 0.5661708015849359), (119, 1.5085241257399729), (119, 0.786388041026929), (117, 1.9054559619154172), (118, 0.7984168304646697), (121, 1.511700353801987), (117, 0.9985856828063059), (113, 1.3800730784762947), (110, 0.44378327208600665), (113, 1.7244155392441065), (115, 0.8736277741384977)]","[(115, 1.0695492330994105), (118, 0.3801977538628825), (111, 1.019098769559266), (109, 2.813253698079346), (0, 0.0), (116, 0.34763251880478124), (120, 0.7369042167083466), (116, 2.035779823077446), (110, 0.44912497092029974), (119, 0.41755829617826307), (108, 1.6715077488004975), (112, 1.568209509751173), (119, 2.1052525602492467), (118, 2.2860258225480385), (119, 0.4440858333932654), (118, 0.6795950495129244), (116, 1.3460948402395017), (119, 1.0615656869469603), (115, 1.5169629359969081), (115, 0.14108455546653303), (114, 1.7857251356890986), (110, 1.5957509009534807), (120, 0.4012650663108456), (116, 0.5595686771534092), (114, 1.3538423901305336)]",0.599855081573,0.732574599581,4.4354932082,22.860831131
